label,nr_errors,total,perc. errors
priceRange,2.0,10,0.2
ItemList,1.0,10,0.1
PostalAddress,1.0,1,1.0
Distance,2.0,25,0.08
price,3.0,30,0.1
Language,0.0,24,0.0
RestrictedDiet,0.0,11,0.0
Recipe/name,0.0,10,0.0
Book/name,6.0,32,0.1875
Brand,2.0,11,0.18181818181818182
Date,2.0,26,0.07692307692307693
DateTime,0.0,3,0.0
Duration,21.0,41,0.5121951219512195
paymentAccepted,0.0,3,0.0
URL,2.0,21,0.09523809523809523
telephone,0.0,3,0.0
addressLocality,0.0,2,0.0
unitText,1.0,10,0.1
Energy,0.0,14,0.0
QuantitativeValue,9.0,11,0.8181818181818182
weight,11.0,40,0.275
streetAddress,1.0,1,1.0
IdentifierAT,8.0,17,0.47058823529411764
ProductModel,2.0,10,0.2
Time,0.0,16,0.0
Person/name,4.0,15,0.26666666666666666
Product/name,3.0,38,0.07894736842105263
Restaurant/name,2.0,21,0.09523809523809523
Recipe/description,0.0,12,0.0
DayOfWeek,0.0,6,0.0
Book/description,0.0,11,0.0
currency,1.0,31,0.03225806451612903
Rating,0.0,20,0.0
Movie/name,0.0,32,0.0
Product/description,1.0,17,0.058823529411764705
category,0.0,23,0.0
Mass,0.0,29,0.0
openingHours,0.0,5,0.0
Boolean,2.0,8,0.25
Country,1.0,4,0.25
Number,3.0,20,0.15
Movie/description,0.0,11,0.0
postalCode,0.0,1,0.0
Photograph,13.0,18,0.7222222222222222
BookFormatType,1.0,23,0.043478260869565216
DeliveryMethod,0.0,10,0.0
unitCode,6.0,13,0.46153846153846156
Review,6.0,25,0.24
OfferItemCondition,1.0,21,0.047619047619047616
ItemAvailability,0.0,28,0.0
