label,nr_errors,total,perc. errors
Boolean,2.0,8,0.25
ItemAvailability,0.0,28,0.0
RestrictedDiet,3.0,11,0.2727272727272727
weight,14.0,40,0.35
URL,2.0,21,0.09523809523809523
addressLocality,0.0,2,0.0
PostalAddress,1.0,1,1.0
price,2.0,30,0.06666666666666667
telephone,0.0,3,0.0
Mass,0.0,29,0.0
Brand,1.0,11,0.09090909090909091
Restaurant/name,1.0,21,0.047619047619047616
Movie/description,0.0,11,0.0
postalCode,0.0,1,0.0
BookFormatType,2.0,23,0.08695652173913043
QuantitativeValue,8.0,11,0.7272727272727273
category,0.0,23,0.0
ProductModel,1.0,10,0.1
priceRange,1.0,10,0.1
Product/name,3.0,38,0.07894736842105263
Rating,0.0,20,0.0
Date,2.0,26,0.07692307692307693
Energy,0.0,14,0.0
ItemList,1.0,10,0.1
Language,0.0,24,0.0
OfferItemCondition,1.0,21,0.047619047619047616
DayOfWeek,0.0,6,0.0
Time,1.0,16,0.0625
Book/name,3.0,32,0.09375
Person/name,4.0,15,0.26666666666666666
Product/description,1.0,17,0.058823529411764705
Photograph,10.0,18,0.5555555555555556
Duration,21.0,41,0.5121951219512195
paymentAccepted,0.0,3,0.0
Recipe/name,0.0,10,0.0
openingHours,0.0,5,0.0
Movie/name,1.0,32,0.03125
unitCode,6.0,13,0.46153846153846156
Number,4.0,20,0.2
Recipe/description,0.0,12,0.0
Country,0.0,4,0.0
unitText,1.0,10,0.1
currency,0.0,31,0.0
streetAddress,0.0,1,0.0
IdentifierAT,9.0,17,0.5294117647058824
Book/description,0.0,11,0.0
DeliveryMethod,0.0,10,0.0
Distance,1.0,25,0.04
DateTime,0.0,3,0.0
Review,7.0,25,0.28
