label,nr_errors,total,perc. errors
Country,1.0,4,0.25
Energy,0.0,14,0.0
addressLocality,0.0,2,0.0
IdentifierAT,13.0,17,0.7647058823529411
ItemAvailability,5.0,28,0.17857142857142858
Mass,0.0,29,0.0
Restaurant/name,2.0,21,0.09523809523809523
Brand,1.0,11,0.09090909090909091
Language,1.0,24,0.041666666666666664
Recipe/name,0.0,10,0.0
DayOfWeek,0.0,6,0.0
Product/description,1.0,17,0.058823529411764705
Movie/name,1.0,32,0.03125
Photograph,9.0,18,0.5
Product/name,2.0,38,0.05263157894736842
DeliveryMethod,2.0,10,0.2
Number,6.0,20,0.3
ProductModel,2.0,10,0.2
Date,11.0,26,0.4230769230769231
Boolean,1.0,8,0.125
Book/name,21.0,32,0.65625
telephone,0.0,3,0.0
ItemList,1.0,10,0.1
Book/description,6.0,11,0.5454545454545454
paymentAccepted,0.0,3,0.0
URL,4.0,21,0.19047619047619047
category,0.0,23,0.0
Rating,1.0,20,0.05
Distance,3.0,25,0.12
unitCode,10.0,13,0.7692307692307693
Time,1.0,16,0.0625
unitText,1.0,10,0.1
streetAddress,0.0,1,0.0
Review,7.0,25,0.28
DateTime,0.0,3,0.0
price,5.0,30,0.16666666666666666
Duration,22.0,41,0.5365853658536586
priceRange,0.0,10,0.0
currency,1.0,31,0.03225806451612903
postalCode,0.0,1,0.0
OfferItemCondition,2.0,21,0.09523809523809523
openingHours,0.0,5,0.0
QuantitativeValue,9.0,11,0.8181818181818182
Person/name,1.0,15,0.06666666666666667
Recipe/description,0.0,12,0.0
RestrictedDiet,0.0,11,0.0
weight,18.0,40,0.45
BookFormatType,8.0,23,0.34782608695652173
PostalAddress,1.0,1,1.0
Movie/description,0.0,11,0.0
