label,nr_errors,total,perc. errors
openingHours,0.0,5,0.0
URL,2.0,21,0.09523809523809523
QuantitativeValue,9.0,11,0.8181818181818182
addressLocality,0.0,2,0.0
Restaurant/name,2.0,21,0.09523809523809523
unitText,1.0,10,0.1
Duration,21.0,41,0.5121951219512195
Date,2.0,26,0.07692307692307693
Recipe/name,0.0,10,0.0
OfferItemCondition,1.0,21,0.047619047619047616
DeliveryMethod,0.0,10,0.0
Person/name,4.0,15,0.26666666666666666
IdentifierAT,9.0,17,0.5294117647058824
PostalAddress,1.0,1,1.0
ItemList,0.0,10,0.0
Book/description,0.0,11,0.0
priceRange,2.0,10,0.2
Mass,0.0,29,0.0
Review,7.0,25,0.28
Product/name,3.0,38,0.07894736842105263
Distance,4.0,25,0.16
Energy,0.0,14,0.0
Language,0.0,24,0.0
RestrictedDiet,2.0,11,0.18181818181818182
weight,12.0,40,0.3
Time,0.0,16,0.0
Boolean,2.0,8,0.25
Product/description,2.0,17,0.11764705882352941
category,0.0,23,0.0
paymentAccepted,0.0,3,0.0
Book/name,5.0,32,0.15625
Movie/description,0.0,11,0.0
DateTime,0.0,3,0.0
Recipe/description,1.0,12,0.08333333333333333
Rating,0.0,20,0.0
postalCode,0.0,1,0.0
streetAddress,0.0,1,0.0
price,3.0,30,0.1
currency,1.0,31,0.03225806451612903
BookFormatType,1.0,23,0.043478260869565216
ItemAvailability,0.0,28,0.0
ProductModel,2.0,10,0.2
Movie/name,1.0,32,0.03125
Number,4.0,20,0.2
DayOfWeek,0.0,6,0.0
telephone,0.0,3,0.0
Photograph,14.0,18,0.7777777777777778
Brand,0.0,11,0.0
unitCode,13.0,13,1.0
Country,1.0,4,0.25
