label,nr_errors,total,perc. errors
Review,7.0,25,0.28
Distance,3.0,25,0.12
Recipe/name,0.0,10,0.0
Book/description,1.0,11,0.09090909090909091
Movie/description,0.0,11,0.0
paymentAccepted,0.0,3,0.0
Recipe/description,1.0,12,0.08333333333333333
category,0.0,23,0.0
URL,2.0,21,0.09523809523809523
Rating,0.0,20,0.0
ProductModel,2.0,10,0.2
Person/name,2.0,15,0.13333333333333333
Duration,21.0,41,0.5121951219512195
Energy,0.0,14,0.0
IdentifierAT,9.0,17,0.5294117647058824
Number,4.0,20,0.2
Mass,0.0,29,0.0
Product/name,4.0,38,0.10526315789473684
BookFormatType,1.0,23,0.043478260869565216
unitText,1.0,10,0.1
RestrictedDiet,1.0,11,0.09090909090909091
DeliveryMethod,0.0,10,0.0
Movie/name,1.0,32,0.03125
telephone,0.0,3,0.0
weight,12.0,40,0.3
DateTime,0.0,3,0.0
addressLocality,0.0,2,0.0
streetAddress,1.0,1,1.0
currency,0.0,31,0.0
Product/description,1.0,17,0.058823529411764705
Photograph,6.0,18,0.3333333333333333
Brand,1.0,11,0.09090909090909091
postalCode,0.0,1,0.0
PostalAddress,1.0,1,1.0
unitCode,13.0,13,1.0
Date,2.0,26,0.07692307692307693
DayOfWeek,0.0,6,0.0
Language,0.0,24,0.0
Restaurant/name,2.0,21,0.09523809523809523
OfferItemCondition,2.0,21,0.09523809523809523
ItemList,2.0,10,0.2
QuantitativeValue,10.0,11,0.9090909090909091
Book/name,5.0,32,0.15625
priceRange,2.0,10,0.2
Boolean,2.0,8,0.25
openingHours,0.0,5,0.0
price,3.0,30,0.1
Time,0.0,16,0.0
ItemAvailability,1.0,28,0.03571428571428571
Country,1.0,4,0.25
