label,nr_errors,total,perc. errors
DateTime,0.0,3,0.0
IdentifierAT,8.0,17,0.47058823529411764
streetAddress,0.0,1,0.0
Book/description,0.0,11,0.0
Product/description,1.0,17,0.058823529411764705
Language,1.0,24,0.041666666666666664
paymentAccepted,0.0,3,0.0
Person/name,3.0,15,0.2
Number,5.0,20,0.25
Duration,17.0,41,0.4146341463414634
QuantitativeValue,6.0,11,0.5454545454545454
category,0.0,23,0.0
Recipe/name,0.0,10,0.0
priceRange,1.0,10,0.1
unitCode,11.0,13,0.8461538461538461
Brand,1.0,11,0.09090909090909091
OfferItemCondition,2.0,21,0.09523809523809523
Movie/description,0.0,11,0.0
Country,1.0,4,0.25
URL,2.0,21,0.09523809523809523
Rating,0.0,20,0.0
PostalAddress,1.0,1,1.0
telephone,0.0,3,0.0
ProductModel,2.0,10,0.2
BookFormatType,4.0,23,0.17391304347826086
unitText,1.0,10,0.1
Date,10.0,26,0.38461538461538464
weight,15.0,40,0.375
Recipe/description,0.0,12,0.0
Review,7.0,25,0.28
Distance,2.0,25,0.08
openingHours,0.0,5,0.0
Photograph,9.0,18,0.5
Time,5.0,16,0.3125
price,5.0,30,0.16666666666666666
Energy,2.0,14,0.14285714285714285
Book/name,7.0,32,0.21875
RestrictedDiet,1.0,11,0.09090909090909091
DeliveryMethod,0.0,10,0.0
ItemList,5.0,10,0.5
addressLocality,0.0,2,0.0
currency,0.0,31,0.0
Restaurant/name,1.0,21,0.047619047619047616
Movie/name,2.0,32,0.0625
Product/name,2.0,38,0.05263157894736842
Mass,0.0,29,0.0
postalCode,0.0,1,0.0
Boolean,1.0,8,0.125
DayOfWeek,0.0,6,0.0
ItemAvailability,1.0,28,0.03571428571428571
