label,nr_errors,total,perc. errors
OfferItemCondition,2.0,21,0.09523809523809523
category,2.0,23,0.08695652173913043
PostalAddress,1.0,1,1.0
Language,3.0,24,0.125
ItemAvailability,1.0,28,0.03571428571428571
openingHours,1.0,5,0.2
Boolean,0.0,8,0.0
Time,0.0,16,0.0
Duration,20.0,41,0.4878048780487805
Movie/description,0.0,11,0.0
addressLocality,0.0,2,0.0
ProductModel,6.0,10,0.6
weight,13.0,40,0.325
Product/name,4.0,38,0.10526315789473684
currency,1.0,31,0.03225806451612903
Country,1.0,4,0.25
RestrictedDiet,5.0,11,0.45454545454545453
Book/name,1.0,32,0.03125
streetAddress,1.0,1,1.0
paymentAccepted,0.0,3,0.0
BookFormatType,0.0,23,0.0
Distance,15.0,25,0.6
DateTime,0.0,3,0.0
DeliveryMethod,1.0,10,0.1
telephone,0.0,3,0.0
unitCode,1.0,13,0.07692307692307693
postalCode,1.0,1,1.0
Recipe/description,1.0,12,0.08333333333333333
priceRange,1.0,10,0.1
Mass,7.0,29,0.2413793103448276
Person/name,1.0,15,0.06666666666666667
Product/description,1.0,17,0.058823529411764705
Brand,2.0,11,0.18181818181818182
Rating,3.0,20,0.15
URL,0.0,21,0.0
ItemList,4.0,10,0.4
Restaurant/name,1.0,21,0.047619047619047616
unitText,6.0,10,0.6
Review,2.0,25,0.08
QuantitativeValue,11.0,11,1.0
Energy,8.0,14,0.5714285714285714
price,3.0,30,0.1
Photograph,2.0,18,0.1111111111111111
Number,10.0,20,0.5
Recipe/name,0.0,10,0.0
IdentifierAT,3.0,17,0.17647058823529413
Book/description,1.0,11,0.09090909090909091
Date,2.0,26,0.07692307692307693
DayOfWeek,0.0,6,0.0
Movie/name,2.0,32,0.0625
