label,nr_errors,total,perc. errors
Book/description,1.0,11,0.09090909090909091
unitText,0.0,10,0.0
Photograph,0.0,18,0.0
RestrictedDiet,3.0,11,0.2727272727272727
DayOfWeek,0.0,6,0.0
Brand,0.0,11,0.0
Product/name,2.0,38,0.05263157894736842
currency,1.0,31,0.03225806451612903
paymentAccepted,0.0,3,0.0
DateTime,0.0,3,0.0
Time,13.0,16,0.8125
Movie/description,0.0,11,0.0
DeliveryMethod,0.0,10,0.0
price,4.0,30,0.13333333333333333
Number,11.0,20,0.55
Date,3.0,26,0.11538461538461539
ItemAvailability,2.0,28,0.07142857142857142
BookFormatType,1.0,23,0.043478260869565216
URL,2.0,21,0.09523809523809523
Review,5.0,25,0.2
Country,2.0,4,0.5
ItemList,0.0,10,0.0
Restaurant/name,1.0,21,0.047619047619047616
postalCode,0.0,1,0.0
Person/name,2.0,15,0.13333333333333333
Movie/name,1.0,32,0.03125
addressLocality,0.0,2,0.0
Distance,16.0,25,0.64
category,2.0,23,0.08695652173913043
Product/description,0.0,17,0.0
QuantitativeValue,6.0,11,0.5454545454545454
unitCode,6.0,13,0.46153846153846156
OfferItemCondition,0.0,21,0.0
Duration,3.0,41,0.07317073170731707
telephone,0.0,3,0.0
Recipe/description,0.0,12,0.0
Recipe/name,0.0,10,0.0
Boolean,0.0,8,0.0
Language,3.0,24,0.125
Rating,1.0,20,0.05
priceRange,1.0,10,0.1
PostalAddress,0.0,1,0.0
IdentifierAT,3.0,17,0.17647058823529413
weight,12.0,40,0.3
openingHours,1.0,5,0.2
Energy,5.0,14,0.35714285714285715
Book/name,1.0,32,0.03125
ProductModel,6.0,10,0.6
streetAddress,0.0,1,0.0
Mass,11.0,29,0.3793103448275862
