label,nr_errors,total,perc. errors
OfferItemCondition,0.0,21,0.0
Date,2.0,26,0.07692307692307693
Boolean,0.0,8,0.0
unitText,7.0,10,0.7
Language,2.0,24,0.08333333333333333
Movie/name,2.0,32,0.0625
postalCode,0.0,1,0.0
RestrictedDiet,1.0,11,0.09090909090909091
Photograph,1.0,18,0.05555555555555555
DayOfWeek,0.0,6,0.0
Book/description,0.0,11,0.0
ItemAvailability,1.0,28,0.03571428571428571
Person/name,1.0,15,0.06666666666666667
IdentifierAT,2.0,17,0.11764705882352941
Book/name,0.0,32,0.0
Recipe/description,1.0,12,0.08333333333333333
ItemList,10.0,10,1.0
price,4.0,30,0.13333333333333333
currency,1.0,31,0.03225806451612903
DeliveryMethod,0.0,10,0.0
paymentAccepted,0.0,3,0.0
Distance,20.0,25,0.8
DateTime,0.0,3,0.0
Brand,0.0,11,0.0
unitCode,3.0,13,0.23076923076923078
Recipe/name,0.0,10,0.0
streetAddress,1.0,1,1.0
Energy,9.0,14,0.6428571428571429
Number,13.0,20,0.65
priceRange,1.0,10,0.1
Review,2.0,25,0.08
PostalAddress,0.0,1,0.0
category,3.0,23,0.13043478260869565
Product/name,5.0,38,0.13157894736842105
Duration,3.0,41,0.07317073170731707
Rating,3.0,20,0.15
Time,10.0,16,0.625
Country,0.0,4,0.0
telephone,0.0,3,0.0
openingHours,1.0,5,0.2
Restaurant/name,1.0,21,0.047619047619047616
ProductModel,7.0,10,0.7
weight,11.0,40,0.275
URL,1.0,21,0.047619047619047616
addressLocality,0.0,2,0.0
QuantitativeValue,6.0,11,0.5454545454545454
Movie/description,0.0,11,0.0
Mass,25.0,29,0.8620689655172413
Product/description,0.0,17,0.0
BookFormatType,0.0,23,0.0
