label,nr_errors,total,perc. errors
price,4.0,30,0.13333333333333333
Recipe/name,1.0,10,0.1
Time,10.0,16,0.625
unitText,7.0,10,0.7
Movie/name,1.0,32,0.03125
priceRange,1.0,10,0.1
telephone,0.0,3,0.0
RestrictedDiet,1.0,11,0.09090909090909091
Distance,22.0,25,0.88
DateTime,0.0,3,0.0
postalCode,0.0,1,0.0
BookFormatType,0.0,23,0.0
Mass,23.0,29,0.7931034482758621
openingHours,1.0,5,0.2
Brand,0.0,11,0.0
DayOfWeek,0.0,6,0.0
addressLocality,0.0,2,0.0
DeliveryMethod,0.0,10,0.0
streetAddress,1.0,1,1.0
weight,11.0,40,0.275
OfferItemCondition,0.0,21,0.0
Product/name,5.0,38,0.13157894736842105
currency,1.0,31,0.03225806451612903
Movie/description,0.0,11,0.0
Duration,4.0,41,0.0975609756097561
PostalAddress,0.0,1,0.0
QuantitativeValue,4.0,11,0.36363636363636365
Rating,2.0,20,0.1
category,3.0,23,0.13043478260869565
Photograph,1.0,18,0.05555555555555555
Book/description,0.0,11,0.0
unitCode,3.0,13,0.23076923076923078
paymentAccepted,0.0,3,0.0
Date,2.0,26,0.07692307692307693
Restaurant/name,1.0,21,0.047619047619047616
Language,2.0,24,0.08333333333333333
Book/name,0.0,32,0.0
URL,1.0,21,0.047619047619047616
Person/name,1.0,15,0.06666666666666667
IdentifierAT,2.0,17,0.11764705882352941
Number,13.0,20,0.65
Boolean,0.0,8,0.0
Energy,9.0,14,0.6428571428571429
ItemList,10.0,10,1.0
Recipe/description,2.0,12,0.16666666666666666
ItemAvailability,1.0,28,0.03571428571428571
Review,1.0,25,0.04
ProductModel,7.0,10,0.7
Product/description,0.0,17,0.0
Country,0.0,4,0.0
