label,nr_errors,total,perc. errors
weight,9.0,40,0.225
unitText,5.0,10,0.5
ProductModel,8.0,10,0.8
Boolean,1.0,8,0.125
price,5.0,30,0.16666666666666666
Book/name,0.0,32,0.0
RestrictedDiet,1.0,11,0.09090909090909091
postalCode,0.0,1,0.0
openingHours,1.0,5,0.2
Product/name,2.0,38,0.05263157894736842
Distance,16.0,25,0.64
Photograph,1.0,18,0.05555555555555555
QuantitativeValue,9.0,11,0.8181818181818182
IdentifierAT,2.0,17,0.11764705882352941
Movie/name,1.0,32,0.03125
Recipe/name,0.0,10,0.0
streetAddress,1.0,1,1.0
ItemList,10.0,10,1.0
unitCode,2.0,13,0.15384615384615385
Recipe/description,0.0,12,0.0
Energy,7.0,14,0.5
currency,1.0,31,0.03225806451612903
BookFormatType,0.0,23,0.0
DayOfWeek,0.0,6,0.0
URL,1.0,21,0.047619047619047616
priceRange,1.0,10,0.1
DeliveryMethod,0.0,10,0.0
Language,2.0,24,0.08333333333333333
Mass,21.0,29,0.7241379310344828
Duration,6.0,41,0.14634146341463414
Movie/description,0.0,11,0.0
addressLocality,0.0,2,0.0
Restaurant/name,1.0,21,0.047619047619047616
paymentAccepted,0.0,3,0.0
DateTime,0.0,3,0.0
OfferItemCondition,0.0,21,0.0
PostalAddress,0.0,1,0.0
Rating,1.0,20,0.05
telephone,0.0,3,0.0
Review,3.0,25,0.12
Number,14.0,20,0.7
category,2.0,23,0.08695652173913043
Book/description,0.0,11,0.0
Date,3.0,26,0.11538461538461539
Product/description,1.0,17,0.058823529411764705
Brand,1.0,11,0.09090909090909091
ItemAvailability,1.0,28,0.03571428571428571
Time,10.0,16,0.625
Country,2.0,4,0.5
Person/name,1.0,15,0.06666666666666667
