label,nr_errors,total,perc. errors
Brand,1.0,11,0.09090909090909091
IdentifierAT,8.0,17,0.47058823529411764
Date,2.0,26,0.07692307692307693
DeliveryMethod,0.0,10,0.0
Restaurant/name,1.0,21,0.047619047619047616
Duration,21.0,41,0.5121951219512195
Product/description,2.0,17,0.11764705882352941
currency,0.0,31,0.0
Recipe/description,0.0,12,0.0
postalCode,0.0,1,0.0
ProductModel,2.0,10,0.2
Person/name,5.0,15,0.3333333333333333
streetAddress,0.0,1,0.0
telephone,0.0,3,0.0
Photograph,10.0,18,0.5555555555555556
Number,6.0,20,0.3
priceRange,2.0,10,0.2
Product/name,1.0,38,0.02631578947368421
addressLocality,0.0,2,0.0
openingHours,0.0,5,0.0
Book/description,0.0,11,0.0
BookFormatType,0.0,23,0.0
Rating,0.0,20,0.0
unitCode,9.0,13,0.6923076923076923
Movie/name,1.0,32,0.03125
QuantitativeValue,6.0,11,0.5454545454545454
DayOfWeek,0.0,6,0.0
Language,0.0,24,0.0
unitText,1.0,10,0.1
Energy,2.0,14,0.14285714285714285
category,0.0,23,0.0
Movie/description,0.0,11,0.0
Recipe/name,0.0,10,0.0
Review,4.0,25,0.16
OfferItemCondition,4.0,21,0.19047619047619047
PostalAddress,1.0,1,1.0
Distance,6.0,25,0.24
ItemAvailability,0.0,28,0.0
Boolean,2.0,8,0.25
Time,0.0,16,0.0
Book/name,1.0,32,0.03125
price,3.0,30,0.1
Country,1.0,4,0.25
ItemList,2.0,10,0.2
RestrictedDiet,2.0,11,0.18181818181818182
Mass,1.0,29,0.034482758620689655
URL,4.0,21,0.19047619047619047
paymentAccepted,0.0,3,0.0
DateTime,0.0,3,0.0
weight,8.0,40,0.2
