label,nr_errors,total,perc. errors
addressLocality,1.0,2,0.5
Photograph,12.0,18,0.6666666666666666
Book/description,3.0,11,0.2727272727272727
ProductModel,9.0,10,0.9
DateTime,1.0,3,0.3333333333333333
Movie/description,2.0,11,0.18181818181818182
unitText,9.0,10,0.9
unitCode,10.0,13,0.7692307692307693
Language,8.0,24,0.3333333333333333
Movie/name,4.0,32,0.125
IdentifierAT,4.0,17,0.23529411764705882
Person/name,7.0,15,0.4666666666666667
category,14.0,23,0.6086956521739131
Energy,12.0,14,0.8571428571428571
PostalAddress,1.0,1,1.0
Mass,3.0,29,0.10344827586206896
Distance,19.0,25,0.76
RestrictedDiet,7.0,11,0.6363636363636364
DeliveryMethod,2.0,10,0.2
BookFormatType,5.0,23,0.21739130434782608
QuantitativeValue,10.0,11,0.9090909090909091
openingHours,0.0,5,0.0
Recipe/name,2.0,10,0.2
paymentAccepted,0.0,3,0.0
Rating,3.0,20,0.15
OfferItemCondition,11.0,21,0.5238095238095238
ItemAvailability,10.0,28,0.35714285714285715
Recipe/description,2.0,12,0.16666666666666666
Country,2.0,4,0.5
Restaurant/name,1.0,21,0.047619047619047616
Boolean,1.0,8,0.125
Product/name,6.0,38,0.15789473684210525
price,9.0,30,0.3
currency,7.0,31,0.22580645161290322
Number,15.0,20,0.75
DayOfWeek,2.0,6,0.3333333333333333
weight,16.0,40,0.4
URL,6.0,21,0.2857142857142857
Date,6.0,26,0.23076923076923078
telephone,1.0,3,0.3333333333333333
Review,11.0,25,0.44
ItemList,9.0,10,0.9
Book/name,3.0,32,0.09375
priceRange,2.0,10,0.2
streetAddress,1.0,1,1.0
Product/description,2.0,17,0.11764705882352941
Brand,3.0,11,0.2727272727272727
postalCode,1.0,1,1.0
Time,10.0,16,0.625
Duration,19.0,41,0.4634146341463415
