label,nr_errors,total,perc. errors
weight,16.0,40,0.4
Recipe/description,0.0,12,0.0
openingHours,0.0,5,0.0
Photograph,1.0,18,0.05555555555555555
unitText,6.0,10,0.6
Recipe/name,0.0,10,0.0
Book/name,4.0,32,0.125
Number,20.0,20,1.0
postalCode,0.0,1,0.0
Energy,12.0,14,0.8571428571428571
Duration,5.0,41,0.12195121951219512
IdentifierAT,3.0,17,0.17647058823529413
QuantitativeValue,9.0,11,0.8181818181818182
Mass,28.0,29,0.9655172413793104
DateTime,0.0,3,0.0
ItemAvailability,12.0,28,0.42857142857142855
BookFormatType,3.0,23,0.13043478260869565
Book/description,0.0,11,0.0
ItemList,10.0,10,1.0
Distance,25.0,25,1.0
currency,0.0,31,0.0
URL,2.0,21,0.09523809523809523
Time,12.0,16,0.75
DeliveryMethod,2.0,10,0.2
paymentAccepted,0.0,3,0.0
Product/name,3.0,38,0.07894736842105263
unitCode,13.0,13,1.0
price,4.0,30,0.13333333333333333
Person/name,6.0,15,0.4
PostalAddress,0.0,1,0.0
Country,0.0,4,0.0
Brand,4.0,11,0.36363636363636365
Date,3.0,26,0.11538461538461539
ProductModel,10.0,10,1.0
Restaurant/name,1.0,21,0.047619047619047616
Boolean,0.0,8,0.0
streetAddress,1.0,1,1.0
RestrictedDiet,4.0,11,0.36363636363636365
Review,5.0,25,0.2
Language,4.0,24,0.16666666666666666
Product/description,0.0,17,0.0
priceRange,3.0,10,0.3
DayOfWeek,0.0,6,0.0
OfferItemCondition,18.0,21,0.8571428571428571
category,10.0,23,0.43478260869565216
Movie/name,1.0,32,0.03125
Movie/description,0.0,11,0.0
addressLocality,0.0,2,0.0
telephone,0.0,3,0.0
Rating,1.0,20,0.05
