label,nr_errors,total,perc. errors
BookFormatType,7.0,23,0.30434782608695654
Date,2.0,26,0.07692307692307693
unitCode,12.0,13,0.9230769230769231
Movie/name,1.0,32,0.03125
Time,12.0,16,0.75
ProductModel,10.0,10,1.0
streetAddress,1.0,1,1.0
Person/name,5.0,15,0.3333333333333333
Book/description,0.0,11,0.0
price,6.0,30,0.2
PostalAddress,1.0,1,1.0
DeliveryMethod,4.0,10,0.4
RestrictedDiet,3.0,11,0.2727272727272727
Boolean,1.0,8,0.125
Recipe/description,1.0,12,0.08333333333333333
Brand,4.0,11,0.36363636363636365
ItemList,10.0,10,1.0
Restaurant/name,0.0,21,0.0
Duration,5.0,41,0.12195121951219512
Language,8.0,24,0.3333333333333333
paymentAccepted,0.0,3,0.0
Review,11.0,25,0.44
postalCode,1.0,1,1.0
DayOfWeek,1.0,6,0.16666666666666666
ItemAvailability,15.0,28,0.5357142857142857
DateTime,0.0,3,0.0
Movie/description,0.0,11,0.0
weight,21.0,40,0.525
unitText,6.0,10,0.6
Energy,13.0,14,0.9285714285714286
category,14.0,23,0.6086956521739131
Rating,2.0,20,0.1
priceRange,2.0,10,0.2
OfferItemCondition,15.0,21,0.7142857142857143
Product/description,2.0,17,0.11764705882352941
Recipe/name,0.0,10,0.0
Photograph,2.0,18,0.1111111111111111
Distance,25.0,25,1.0
IdentifierAT,4.0,17,0.23529411764705882
Product/name,5.0,38,0.13157894736842105
URL,2.0,21,0.09523809523809523
Country,3.0,4,0.75
currency,3.0,31,0.0967741935483871
Number,20.0,20,1.0
Book/name,4.0,32,0.125
QuantitativeValue,10.0,11,0.9090909090909091
openingHours,1.0,5,0.2
addressLocality,0.0,2,0.0
Mass,23.0,29,0.7931034482758621
telephone,0.0,3,0.0
