label,nr_errors,total,perc. errors
Book/description,0.0,11,0.0
Boolean,1.0,8,0.125
RestrictedDiet,5.0,11,0.45454545454545453
ItemList,8.0,10,0.8
Mass,21.0,29,0.7241379310344828
unitText,5.0,10,0.5
PostalAddress,1.0,1,1.0
streetAddress,1.0,1,1.0
currency,1.0,31,0.03225806451612903
URL,2.0,21,0.09523809523809523
Person/name,5.0,15,0.3333333333333333
Number,19.0,20,0.95
DayOfWeek,0.0,6,0.0
DateTime,0.0,3,0.0
QuantitativeValue,7.0,11,0.6363636363636364
BookFormatType,7.0,23,0.30434782608695654
Restaurant/name,2.0,21,0.09523809523809523
telephone,0.0,3,0.0
unitCode,11.0,13,0.8461538461538461
weight,22.0,40,0.55
Country,2.0,4,0.5
DeliveryMethod,3.0,10,0.3
price,4.0,30,0.13333333333333333
Book/name,3.0,32,0.09375
openingHours,0.0,5,0.0
Recipe/description,0.0,12,0.0
addressLocality,0.0,2,0.0
paymentAccepted,0.0,3,0.0
Photograph,1.0,18,0.05555555555555555
Language,4.0,24,0.16666666666666666
Energy,12.0,14,0.8571428571428571
ItemAvailability,14.0,28,0.5
category,12.0,23,0.5217391304347826
Movie/description,0.0,11,0.0
priceRange,2.0,10,0.2
Recipe/name,0.0,10,0.0
postalCode,0.0,1,0.0
OfferItemCondition,19.0,21,0.9047619047619048
Product/description,0.0,17,0.0
Movie/name,1.0,32,0.03125
Distance,21.0,25,0.84
Rating,2.0,20,0.1
Time,15.0,16,0.9375
Date,2.0,26,0.07692307692307693
Product/name,3.0,38,0.07894736842105263
IdentifierAT,2.0,17,0.11764705882352941
Review,6.0,25,0.24
Duration,2.0,41,0.04878048780487805
ProductModel,8.0,10,0.8
Brand,4.0,11,0.36363636363636365
