label,nr_errors,total,perc. errors
postalCode,0.0,1,0.0
openingHours,1.0,5,0.2
priceRange,2.0,10,0.2
paymentAccepted,0.0,3,0.0
Boolean,0.0,8,0.0
BookFormatType,7.0,23,0.30434782608695654
unitCode,12.0,13,0.9230769230769231
RestrictedDiet,4.0,11,0.36363636363636365
ItemAvailability,14.0,28,0.5
Energy,12.0,14,0.8571428571428571
telephone,0.0,3,0.0
Country,1.0,4,0.25
Rating,3.0,20,0.15
DateTime,0.0,3,0.0
URL,2.0,21,0.09523809523809523
Time,8.0,16,0.5
addressLocality,0.0,2,0.0
Photograph,3.0,18,0.16666666666666666
Review,7.0,25,0.28
Product/name,3.0,38,0.07894736842105263
streetAddress,1.0,1,1.0
ProductModel,10.0,10,1.0
DayOfWeek,0.0,6,0.0
weight,21.0,40,0.525
currency,0.0,31,0.0
unitText,5.0,10,0.5
category,12.0,23,0.5217391304347826
IdentifierAT,3.0,17,0.17647058823529413
Number,19.0,20,0.95
Movie/description,0.0,11,0.0
Distance,25.0,25,1.0
OfferItemCondition,18.0,21,0.8571428571428571
Recipe/name,0.0,10,0.0
Restaurant/name,1.0,21,0.047619047619047616
PostalAddress,0.0,1,0.0
Movie/name,1.0,32,0.03125
QuantitativeValue,9.0,11,0.8181818181818182
Person/name,5.0,15,0.3333333333333333
DeliveryMethod,3.0,10,0.3
price,4.0,30,0.13333333333333333
Date,2.0,26,0.07692307692307693
Book/description,0.0,11,0.0
Book/name,4.0,32,0.125
Recipe/description,0.0,12,0.0
Product/description,0.0,17,0.0
ItemList,10.0,10,1.0
Mass,25.0,29,0.8620689655172413
Language,4.0,24,0.16666666666666666
Duration,6.0,41,0.14634146341463414
Brand,4.0,11,0.36363636363636365
