label,nr_errors,total,perc. errors
Boolean,1.0,8,0.125
unitText,7.0,10,0.7
Movie/name,1.0,32,0.03125
DateTime,0.0,3,0.0
Photograph,3.0,18,0.16666666666666666
weight,23.0,40,0.575
paymentAccepted,0.0,3,0.0
IdentifierAT,3.0,17,0.17647058823529413
BookFormatType,5.0,23,0.21739130434782608
Recipe/name,0.0,10,0.0
postalCode,1.0,1,1.0
unitCode,13.0,13,1.0
Date,1.0,26,0.038461538461538464
Language,7.0,24,0.2916666666666667
Energy,13.0,14,0.9285714285714286
Number,19.0,20,0.95
Brand,4.0,11,0.36363636363636365
category,18.0,23,0.782608695652174
Movie/description,0.0,11,0.0
RestrictedDiet,4.0,11,0.36363636363636365
price,8.0,30,0.26666666666666666
openingHours,1.0,5,0.2
Rating,1.0,20,0.05
DeliveryMethod,6.0,10,0.6
Recipe/description,0.0,12,0.0
QuantitativeValue,8.0,11,0.7272727272727273
Restaurant/name,1.0,21,0.047619047619047616
Review,9.0,25,0.36
Person/name,5.0,15,0.3333333333333333
DayOfWeek,2.0,6,0.3333333333333333
Book/name,4.0,32,0.125
Time,15.0,16,0.9375
Duration,3.0,41,0.07317073170731707
Product/name,4.0,38,0.10526315789473684
telephone,0.0,3,0.0
ItemAvailability,10.0,28,0.35714285714285715
Mass,25.0,29,0.8620689655172413
PostalAddress,1.0,1,1.0
priceRange,3.0,10,0.3
ItemList,10.0,10,1.0
URL,3.0,21,0.14285714285714285
addressLocality,0.0,2,0.0
Book/description,0.0,11,0.0
ProductModel,10.0,10,1.0
streetAddress,0.0,1,0.0
Product/description,3.0,17,0.17647058823529413
Country,2.0,4,0.5
currency,3.0,31,0.0967741935483871
OfferItemCondition,18.0,21,0.8571428571428571
Distance,20.0,25,0.8
