label,nr_errors,total,perc. errors
Restaurant/name,1.0,21,0.047619047619047616
Date,2.0,26,0.07692307692307693
DeliveryMethod,0.0,10,0.0
ItemList,0.0,10,0.0
Number,3.0,20,0.15
addressLocality,0.0,2,0.0
Boolean,1.0,8,0.125
Review,4.0,25,0.16
Rating,0.0,20,0.0
Product/description,0.0,17,0.0
paymentAccepted,0.0,3,0.0
priceRange,1.0,10,0.1
Photograph,0.0,18,0.0
OfferItemCondition,1.0,21,0.047619047619047616
Book/name,0.0,32,0.0
RestrictedDiet,0.0,11,0.0
postalCode,0.0,1,0.0
ProductModel,0.0,10,0.0
Recipe/description,0.0,12,0.0
PostalAddress,0.0,1,0.0
Energy,0.0,14,0.0
telephone,0.0,3,0.0
DateTime,0.0,3,0.0
Distance,0.0,25,0.0
Product/name,0.0,38,0.0
Book/description,0.0,11,0.0
weight,14.0,40,0.35
Recipe/name,0.0,10,0.0
category,1.0,23,0.043478260869565216
openingHours,0.0,5,0.0
QuantitativeValue,1.0,11,0.09090909090909091
Mass,0.0,29,0.0
Language,0.0,24,0.0
Country,0.0,4,0.0
Time,7.0,16,0.4375
price,6.0,30,0.2
Movie/description,0.0,11,0.0
streetAddress,1.0,1,1.0
Brand,0.0,11,0.0
Movie/name,1.0,32,0.03125
currency,0.0,31,0.0
ItemAvailability,1.0,28,0.03571428571428571
DayOfWeek,0.0,6,0.0
unitCode,9.0,13,0.6923076923076923
Duration,18.0,41,0.43902439024390244
Person/name,1.0,15,0.06666666666666667
unitText,0.0,10,0.0
BookFormatType,0.0,23,0.0
URL,2.0,21,0.09523809523809523
IdentifierAT,8.0,17,0.47058823529411764
