label,nr_errors,total,perc. errors
Recipe/description,0.0,12,0.0
DateTime,0.0,3,0.0
QuantitativeValue,10.0,11,0.9090909090909091
Restaurant/name,2.0,21,0.09523809523809523
Book/name,0.0,32,0.0
OfferItemCondition,0.0,21,0.0
Recipe/name,0.0,10,0.0
unitCode,8.0,13,0.6153846153846154
unitText,1.0,10,0.1
Duration,0.0,41,0.0
DayOfWeek,0.0,6,0.0
Review,2.0,25,0.08
ItemList,0.0,10,0.0
weight,11.0,40,0.275
Time,4.0,16,0.25
Number,3.0,20,0.15
BookFormatType,0.0,23,0.0
Country,1.0,4,0.25
openingHours,0.0,5,0.0
priceRange,1.0,10,0.1
Person/name,1.0,15,0.06666666666666667
streetAddress,0.0,1,0.0
Product/description,1.0,17,0.058823529411764705
Energy,0.0,14,0.0
RestrictedDiet,0.0,11,0.0
Movie/name,1.0,32,0.03125
URL,1.0,21,0.047619047619047616
Date,2.0,26,0.07692307692307693
PostalAddress,0.0,1,0.0
Rating,0.0,20,0.0
ProductModel,0.0,10,0.0
DeliveryMethod,0.0,10,0.0
addressLocality,0.0,2,0.0
postalCode,0.0,1,0.0
Product/name,0.0,38,0.0
Photograph,6.0,18,0.3333333333333333
paymentAccepted,0.0,3,0.0
category,1.0,23,0.043478260869565216
IdentifierAT,8.0,17,0.47058823529411764
price,3.0,30,0.1
Language,0.0,24,0.0
Distance,0.0,25,0.0
telephone,0.0,3,0.0
Movie/description,0.0,11,0.0
ItemAvailability,0.0,28,0.0
Brand,0.0,11,0.0
Book/description,0.0,11,0.0
Mass,0.0,29,0.0
Boolean,1.0,8,0.125
currency,0.0,31,0.0
