label,nr_errors,total,perc. errors
ItemList,4.0,10,0.4
DeliveryMethod,3.0,10,0.3
Time,7.0,16,0.4375
DayOfWeek,0.0,6,0.0
Movie/name,5.0,32,0.15625
category,6.0,23,0.2608695652173913
Book/description,2.0,11,0.18181818181818182
Movie/description,0.0,11,0.0
Number,13.0,20,0.65
Recipe/name,1.0,10,0.1
DateTime,0.0,3,0.0
Duration,27.0,41,0.6585365853658537
Language,4.0,24,0.16666666666666666
Distance,9.0,25,0.36
Product/name,6.0,38,0.15789473684210525
Date,9.0,26,0.34615384615384615
unitCode,9.0,13,0.6923076923076923
priceRange,1.0,10,0.1
Restaurant/name,4.0,21,0.19047619047619047
Product/description,4.0,17,0.23529411764705882
ItemAvailability,4.0,28,0.14285714285714285
Review,11.0,25,0.44
addressLocality,0.0,2,0.0
unitText,3.0,10,0.3
ProductModel,8.0,10,0.8
PostalAddress,0.0,1,0.0
Recipe/description,4.0,12,0.3333333333333333
QuantitativeValue,8.0,11,0.7272727272727273
telephone,1.0,3,0.3333333333333333
weight,12.0,40,0.3
Person/name,6.0,15,0.4
postalCode,0.0,1,0.0
Rating,5.0,20,0.25
RestrictedDiet,4.0,11,0.36363636363636365
Book/name,7.0,32,0.21875
IdentifierAT,10.0,17,0.5882352941176471
OfferItemCondition,3.0,21,0.14285714285714285
Boolean,2.0,8,0.25
Photograph,2.0,18,0.1111111111111111
Brand,1.0,11,0.09090909090909091
BookFormatType,5.0,23,0.21739130434782608
streetAddress,1.0,1,1.0
URL,5.0,21,0.23809523809523808
Mass,25.0,29,0.8620689655172413
Energy,5.0,14,0.35714285714285715
openingHours,0.0,5,0.0
Country,3.0,4,0.75
currency,3.0,31,0.0967741935483871
price,6.0,30,0.2
paymentAccepted,1.0,3,0.3333333333333333
