label,nr_errors,total,perc. errors
priceRange,1.0,10,0.1
IdentifierAT,8.0,17,0.47058823529411764
addressLocality,0.0,2,0.0
ProductModel,8.0,10,0.8
Rating,3.0,20,0.15
Book/name,3.0,32,0.09375
price,6.0,30,0.2
ItemAvailability,3.0,28,0.10714285714285714
unitText,3.0,10,0.3
Number,10.0,20,0.5
Recipe/description,5.0,12,0.4166666666666667
currency,2.0,31,0.06451612903225806
DateTime,0.0,3,0.0
Date,8.0,26,0.3076923076923077
OfferItemCondition,4.0,21,0.19047619047619047
Review,9.0,25,0.36
Recipe/name,1.0,10,0.1
Time,7.0,16,0.4375
Restaurant/name,4.0,21,0.19047619047619047
RestrictedDiet,2.0,11,0.18181818181818182
Boolean,2.0,8,0.25
DayOfWeek,1.0,6,0.16666666666666666
Language,2.0,24,0.08333333333333333
category,4.0,23,0.17391304347826086
Person/name,5.0,15,0.3333333333333333
BookFormatType,3.0,23,0.13043478260869565
streetAddress,0.0,1,0.0
Energy,3.0,14,0.21428571428571427
telephone,1.0,3,0.3333333333333333
ItemList,6.0,10,0.6
Product/name,4.0,38,0.10526315789473684
PostalAddress,0.0,1,0.0
unitCode,9.0,13,0.6923076923076923
URL,4.0,21,0.19047619047619047
Book/description,1.0,11,0.09090909090909091
QuantitativeValue,7.0,11,0.6363636363636364
Mass,19.0,29,0.6551724137931034
Duration,23.0,41,0.5609756097560976
Brand,1.0,11,0.09090909090909091
Country,2.0,4,0.5
weight,14.0,40,0.35
openingHours,0.0,5,0.0
paymentAccepted,1.0,3,0.3333333333333333
Movie/name,2.0,32,0.0625
Photograph,4.0,18,0.2222222222222222
Movie/description,2.0,11,0.18181818181818182
DeliveryMethod,3.0,10,0.3
postalCode,0.0,1,0.0
Product/description,4.0,17,0.23529411764705882
Distance,6.0,25,0.24
