label,nr_errors,total,perc. errors
Rating,4.0,20,0.2
QuantitativeValue,8.0,11,0.7272727272727273
Product/description,10.0,17,0.5882352941176471
Person/name,8.0,15,0.5333333333333333
Book/name,19.0,32,0.59375
OfferItemCondition,19.0,21,0.9047619047619048
Movie/name,9.0,32,0.28125
streetAddress,1.0,1,1.0
RestrictedDiet,8.0,11,0.7272727272727273
paymentAccepted,2.0,3,0.6666666666666666
ProductModel,9.0,10,0.9
Book/description,5.0,11,0.45454545454545453
IdentifierAT,13.0,17,0.7647058823529411
postalCode,1.0,1,1.0
openingHours,4.0,5,0.8
ItemList,10.0,10,1.0
Boolean,7.0,8,0.875
Number,19.0,20,0.95
Energy,14.0,14,1.0
URL,7.0,21,0.3333333333333333
Recipe/name,3.0,10,0.3
Country,3.0,4,0.75
category,18.0,23,0.782608695652174
addressLocality,2.0,2,1.0
weight,31.0,40,0.775
priceRange,5.0,10,0.5
Distance,24.0,25,0.96
Photograph,6.0,18,0.3333333333333333
Review,19.0,25,0.76
unitText,10.0,10,1.0
telephone,2.0,3,0.6666666666666666
DateTime,1.0,3,0.3333333333333333
Duration,19.0,41,0.4634146341463415
Recipe/description,7.0,12,0.5833333333333334
unitCode,13.0,13,1.0
Language,14.0,24,0.5833333333333334
Mass,29.0,29,1.0
Date,8.0,26,0.3076923076923077
ItemAvailability,25.0,28,0.8928571428571429
Product/name,14.0,38,0.3684210526315789
price,12.0,30,0.4
Brand,6.0,11,0.5454545454545454
PostalAddress,0.0,1,0.0
Restaurant/name,12.0,21,0.5714285714285714
BookFormatType,17.0,23,0.7391304347826086
Movie/description,6.0,11,0.5454545454545454
Time,15.0,16,0.9375
currency,15.0,31,0.4838709677419355
DayOfWeek,5.0,6,0.8333333333333334
DeliveryMethod,5.0,10,0.5
