label,nr_errors,total,perc. errors
Photograph,9.0,18,0.5
Book/description,5.0,11,0.45454545454545453
Date,5.0,26,0.19230769230769232
IdentifierAT,10.0,17,0.5882352941176471
Recipe/name,2.0,10,0.2
Country,1.0,4,0.25
DeliveryMethod,5.0,10,0.5
ItemList,5.0,10,0.5
QuantitativeValue,9.0,11,0.8181818181818182
BookFormatType,1.0,23,0.043478260869565216
DateTime,2.0,3,0.6666666666666666
Movie/name,4.0,32,0.125
postalCode,1.0,1,1.0
unitText,3.0,10,0.3
Rating,2.0,20,0.1
Product/description,4.0,17,0.23529411764705882
Time,12.0,16,0.75
URL,9.0,21,0.42857142857142855
paymentAccepted,1.0,3,0.3333333333333333
Movie/description,3.0,11,0.2727272727272727
RestrictedDiet,10.0,11,0.9090909090909091
Restaurant/name,2.0,21,0.09523809523809523
Book/name,2.0,32,0.0625
streetAddress,1.0,1,1.0
priceRange,5.0,10,0.5
Brand,3.0,11,0.2727272727272727
Person/name,12.0,15,0.8
Product/name,6.0,38,0.15789473684210525
ProductModel,8.0,10,0.8
unitCode,13.0,13,1.0
PostalAddress,0.0,1,0.0
category,13.0,23,0.5652173913043478
Energy,13.0,14,0.9285714285714286
addressLocality,1.0,2,0.5
ItemAvailability,11.0,28,0.39285714285714285
Review,12.0,25,0.48
telephone,1.0,3,0.3333333333333333
Language,4.0,24,0.16666666666666666
Distance,19.0,25,0.76
weight,23.0,40,0.575
Mass,19.0,29,0.6551724137931034
Number,18.0,20,0.9
currency,10.0,31,0.3225806451612903
DayOfWeek,2.0,6,0.3333333333333333
Boolean,2.0,8,0.25
Duration,20.0,41,0.4878048780487805
OfferItemCondition,10.0,21,0.47619047619047616
Recipe/description,8.0,12,0.6666666666666666
price,8.0,30,0.26666666666666666
openingHours,2.0,5,0.4
