label,nr_errors,total,perc. errors
Brand,6.0,11,0.5454545454545454
currency,8.0,31,0.25806451612903225
Person/name,6.0,15,0.4
Rating,5.0,20,0.25
unitCode,13.0,13,1.0
RestrictedDiet,8.0,11,0.7272727272727273
openingHours,1.0,5,0.2
streetAddress,1.0,1,1.0
Recipe/description,2.0,12,0.16666666666666666
Book/name,3.0,32,0.09375
unitText,10.0,10,1.0
ProductModel,10.0,10,1.0
BookFormatType,10.0,23,0.43478260869565216
Language,11.0,24,0.4583333333333333
PostalAddress,0.0,1,0.0
Duration,22.0,41,0.5365853658536586
DayOfWeek,2.0,6,0.3333333333333333
Number,18.0,20,0.9
Book/description,0.0,11,0.0
Mass,22.0,29,0.7586206896551724
QuantitativeValue,9.0,11,0.8181818181818182
Photograph,3.0,18,0.16666666666666666
OfferItemCondition,7.0,21,0.3333333333333333
Recipe/name,0.0,10,0.0
Energy,13.0,14,0.9285714285714286
Country,3.0,4,0.75
IdentifierAT,12.0,17,0.7058823529411765
addressLocality,0.0,2,0.0
Time,12.0,16,0.75
ItemAvailability,14.0,28,0.5
telephone,1.0,3,0.3333333333333333
DeliveryMethod,3.0,10,0.3
Boolean,4.0,8,0.5
priceRange,3.0,10,0.3
Distance,19.0,25,0.76
Restaurant/name,2.0,21,0.09523809523809523
Movie/name,7.0,32,0.21875
weight,21.0,40,0.525
DateTime,2.0,3,0.6666666666666666
price,4.0,30,0.13333333333333333
paymentAccepted,1.0,3,0.3333333333333333
ItemList,10.0,10,1.0
Product/name,4.0,38,0.10526315789473684
postalCode,1.0,1,1.0
Movie/description,3.0,11,0.2727272727272727
Review,17.0,25,0.68
Date,5.0,26,0.19230769230769232
category,16.0,23,0.6956521739130435
URL,3.0,21,0.14285714285714285
Product/description,7.0,17,0.4117647058823529
