label,nr_errors,total,perc. errors
Date,6.0,26,0.23076923076923078
Recipe/name,2.0,10,0.2
currency,9.0,31,0.2903225806451613
postalCode,1.0,1,1.0
unitCode,13.0,13,1.0
OfferItemCondition,18.0,21,0.8571428571428571
Restaurant/name,2.0,21,0.09523809523809523
Movie/name,7.0,32,0.21875
priceRange,1.0,10,0.1
Brand,5.0,11,0.45454545454545453
unitText,8.0,10,0.8
Boolean,2.0,8,0.25
PostalAddress,0.0,1,0.0
Mass,29.0,29,1.0
openingHours,2.0,5,0.4
ItemList,10.0,10,1.0
telephone,0.0,3,0.0
weight,23.0,40,0.575
paymentAccepted,0.0,3,0.0
Photograph,4.0,18,0.2222222222222222
ProductModel,10.0,10,1.0
Energy,14.0,14,1.0
ItemAvailability,22.0,28,0.7857142857142857
price,6.0,30,0.2
Book/name,5.0,32,0.15625
Duration,14.0,41,0.34146341463414637
Language,11.0,24,0.4583333333333333
Time,11.0,16,0.6875
URL,5.0,21,0.23809523809523808
BookFormatType,14.0,23,0.6086956521739131
QuantitativeValue,9.0,11,0.8181818181818182
Country,2.0,4,0.5
DayOfWeek,2.0,6,0.3333333333333333
IdentifierAT,10.0,17,0.5882352941176471
Person/name,6.0,15,0.4
streetAddress,0.0,1,0.0
Distance,25.0,25,1.0
addressLocality,0.0,2,0.0
Review,17.0,25,0.68
Recipe/description,4.0,12,0.3333333333333333
Rating,7.0,20,0.35
Product/description,5.0,17,0.29411764705882354
DeliveryMethod,7.0,10,0.7
Number,20.0,20,1.0
Movie/description,5.0,11,0.45454545454545453
Book/description,2.0,11,0.18181818181818182
DateTime,2.0,3,0.6666666666666666
RestrictedDiet,7.0,11,0.6363636363636364
category,17.0,23,0.7391304347826086
Product/name,6.0,38,0.15789473684210525
