label,nr_errors,total,perc. errors
Duration,13.0,41,0.3170731707317073
unitText,10.0,10,1.0
ItemAvailability,18.0,28,0.6428571428571429
Date,6.0,26,0.23076923076923078
PostalAddress,0.0,1,0.0
Book/name,6.0,32,0.1875
Language,11.0,24,0.4583333333333333
Country,2.0,4,0.5
DeliveryMethod,0.0,10,0.0
Review,16.0,25,0.64
postalCode,1.0,1,1.0
Photograph,5.0,18,0.2777777777777778
Boolean,3.0,8,0.375
ProductModel,9.0,10,0.9
Brand,6.0,11,0.5454545454545454
streetAddress,1.0,1,1.0
Person/name,7.0,15,0.4666666666666667
priceRange,5.0,10,0.5
Recipe/name,0.0,10,0.0
unitCode,13.0,13,1.0
Book/description,1.0,11,0.09090909090909091
weight,24.0,40,0.6
RestrictedDiet,6.0,11,0.5454545454545454
paymentAccepted,1.0,3,0.3333333333333333
Energy,14.0,14,1.0
DateTime,2.0,3,0.6666666666666666
URL,6.0,21,0.2857142857142857
Number,20.0,20,1.0
currency,8.0,31,0.25806451612903225
addressLocality,0.0,2,0.0
Movie/description,3.0,11,0.2727272727272727
DayOfWeek,2.0,6,0.3333333333333333
QuantitativeValue,8.0,11,0.7272727272727273
telephone,1.0,3,0.3333333333333333
Product/name,5.0,38,0.13157894736842105
Rating,8.0,20,0.4
Time,13.0,16,0.8125
Movie/name,6.0,32,0.1875
price,7.0,30,0.23333333333333334
Restaurant/name,6.0,21,0.2857142857142857
Recipe/description,2.0,12,0.16666666666666666
Distance,24.0,25,0.96
openingHours,2.0,5,0.4
Mass,26.0,29,0.896551724137931
OfferItemCondition,14.0,21,0.6666666666666666
IdentifierAT,11.0,17,0.6470588235294118
category,16.0,23,0.6956521739130435
Product/description,7.0,17,0.4117647058823529
ItemList,10.0,10,1.0
BookFormatType,15.0,23,0.6521739130434783
