label,nr_errors,total,perc. errors
PostalAddress,0.0,1,0.0
Movie/description,5.0,11,0.45454545454545453
paymentAccepted,1.0,3,0.3333333333333333
Movie/name,6.0,32,0.1875
OfferItemCondition,20.0,21,0.9523809523809523
Review,19.0,25,0.76
Mass,29.0,29,1.0
Restaurant/name,6.0,21,0.2857142857142857
Product/name,3.0,38,0.07894736842105263
Product/description,2.0,17,0.11764705882352941
postalCode,1.0,1,1.0
Time,12.0,16,0.75
Book/description,0.0,11,0.0
Rating,7.0,20,0.35
addressLocality,0.0,2,0.0
unitCode,13.0,13,1.0
Recipe/name,2.0,10,0.2
Person/name,5.0,15,0.3333333333333333
category,17.0,23,0.7391304347826086
DateTime,1.0,3,0.3333333333333333
DeliveryMethod,7.0,10,0.7
Recipe/description,2.0,12,0.16666666666666666
streetAddress,0.0,1,0.0
Photograph,3.0,18,0.16666666666666666
openingHours,2.0,5,0.4
Brand,5.0,11,0.45454545454545453
weight,28.0,40,0.7
QuantitativeValue,10.0,11,0.9090909090909091
Boolean,2.0,8,0.25
telephone,1.0,3,0.3333333333333333
DayOfWeek,3.0,6,0.5
ProductModel,10.0,10,1.0
unitText,6.0,10,0.6
Energy,14.0,14,1.0
Book/name,7.0,32,0.21875
price,5.0,30,0.16666666666666666
Duration,14.0,41,0.34146341463414637
Language,12.0,24,0.5
URL,3.0,21,0.14285714285714285
Date,4.0,26,0.15384615384615385
ItemAvailability,23.0,28,0.8214285714285714
ItemList,10.0,10,1.0
Number,20.0,20,1.0
BookFormatType,15.0,23,0.6521739130434783
Distance,25.0,25,1.0
IdentifierAT,10.0,17,0.5882352941176471
priceRange,3.0,10,0.3
currency,6.0,31,0.1935483870967742
Country,2.0,4,0.5
RestrictedDiet,8.0,11,0.7272727272727273
