label,nr_errors,total,perc. errors
Brand,1.0,11,0.09090909090909091
Review,8.0,25,0.32
IdentifierAT,10.0,17,0.5882352941176471
unitText,5.0,10,0.5
paymentAccepted,1.0,3,0.3333333333333333
Duration,9.0,41,0.21951219512195122
Book/name,8.0,32,0.25
DeliveryMethod,4.0,10,0.4
ItemList,6.0,10,0.6
Date,9.0,26,0.34615384615384615
unitCode,8.0,13,0.6153846153846154
DateTime,1.0,3,0.3333333333333333
PostalAddress,0.0,1,0.0
Restaurant/name,2.0,21,0.09523809523809523
currency,7.0,31,0.22580645161290322
DayOfWeek,0.0,6,0.0
Recipe/description,1.0,12,0.08333333333333333
Product/name,5.0,38,0.13157894736842105
BookFormatType,5.0,23,0.21739130434782608
priceRange,1.0,10,0.1
Movie/name,3.0,32,0.09375
category,8.0,23,0.34782608695652173
Product/description,3.0,17,0.17647058823529413
Boolean,3.0,8,0.375
Time,5.0,16,0.3125
ItemAvailability,2.0,28,0.07142857142857142
Person/name,8.0,15,0.5333333333333333
OfferItemCondition,7.0,21,0.3333333333333333
Energy,8.0,14,0.5714285714285714
Language,4.0,24,0.16666666666666666
RestrictedDiet,2.0,11,0.18181818181818182
telephone,1.0,3,0.3333333333333333
price,3.0,30,0.1
URL,5.0,21,0.23809523809523808
Number,7.0,20,0.35
postalCode,0.0,1,0.0
Recipe/name,0.0,10,0.0
openingHours,1.0,5,0.2
QuantitativeValue,8.0,11,0.7272727272727273
Movie/description,0.0,11,0.0
addressLocality,1.0,2,0.5
streetAddress,1.0,1,1.0
Book/description,6.0,11,0.5454545454545454
Mass,14.0,29,0.4827586206896552
Distance,7.0,25,0.28
ProductModel,5.0,10,0.5
Country,2.0,4,0.5
weight,23.0,40,0.575
Rating,2.0,20,0.1
Photograph,9.0,18,0.5
