label,nr_errors,total,perc. errors
telephone,1.0,3,0.3333333333333333
Brand,1.0,11,0.09090909090909091
Product/description,4.0,17,0.23529411764705882
weight,8.0,40,0.2
ProductModel,7.0,10,0.7
DateTime,1.0,3,0.3333333333333333
Rating,0.0,20,0.0
Time,6.0,16,0.375
price,5.0,30,0.16666666666666666
DeliveryMethod,1.0,10,0.1
paymentAccepted,0.0,3,0.0
Book/description,1.0,11,0.09090909090909091
postalCode,0.0,1,0.0
Country,2.0,4,0.5
IdentifierAT,10.0,17,0.5882352941176471
RestrictedDiet,5.0,11,0.45454545454545453
Photograph,6.0,18,0.3333333333333333
addressLocality,0.0,2,0.0
unitCode,9.0,13,0.6923076923076923
category,6.0,23,0.2608695652173913
Language,1.0,24,0.041666666666666664
Book/name,2.0,32,0.0625
URL,6.0,21,0.2857142857142857
Restaurant/name,2.0,21,0.09523809523809523
streetAddress,1.0,1,1.0
ItemList,4.0,10,0.4
Energy,5.0,14,0.35714285714285715
ItemAvailability,3.0,28,0.10714285714285714
OfferItemCondition,6.0,21,0.2857142857142857
Movie/name,1.0,32,0.03125
Person/name,6.0,15,0.4
QuantitativeValue,7.0,11,0.6363636363636364
Recipe/description,4.0,12,0.3333333333333333
Duration,20.0,41,0.4878048780487805
Recipe/name,0.0,10,0.0
Distance,6.0,25,0.24
DayOfWeek,1.0,6,0.16666666666666666
Review,4.0,25,0.16
BookFormatType,1.0,23,0.043478260869565216
currency,1.0,31,0.03225806451612903
PostalAddress,0.0,1,0.0
Mass,20.0,29,0.6896551724137931
priceRange,0.0,10,0.0
Date,6.0,26,0.23076923076923078
unitText,0.0,10,0.0
Movie/description,0.0,11,0.0
openingHours,1.0,5,0.2
Boolean,2.0,8,0.25
Product/name,3.0,38,0.07894736842105263
Number,15.0,20,0.75
