label,nr_errors,total,perc. errors
price,4.0,30,0.13333333333333333
Book/description,0.0,11,0.0
ItemList,5.0,10,0.5
DateTime,0.0,3,0.0
weight,13.0,40,0.325
Product/description,3.0,17,0.17647058823529413
Date,6.0,26,0.23076923076923078
IdentifierAT,10.0,17,0.5882352941176471
Distance,6.0,25,0.24
URL,5.0,21,0.23809523809523808
unitCode,8.0,13,0.6153846153846154
unitText,3.0,10,0.3
Energy,2.0,14,0.14285714285714285
Number,8.0,20,0.4
Review,8.0,25,0.32
DayOfWeek,1.0,6,0.16666666666666666
streetAddress,1.0,1,1.0
Person/name,9.0,15,0.6
postalCode,0.0,1,0.0
addressLocality,1.0,2,0.5
PostalAddress,0.0,1,0.0
QuantitativeValue,9.0,11,0.8181818181818182
Brand,1.0,11,0.09090909090909091
currency,3.0,31,0.0967741935483871
Language,1.0,24,0.041666666666666664
Movie/name,1.0,32,0.03125
Boolean,2.0,8,0.25
Duration,20.0,41,0.4878048780487805
Restaurant/name,1.0,21,0.047619047619047616
DeliveryMethod,1.0,10,0.1
Mass,10.0,29,0.3448275862068966
BookFormatType,2.0,23,0.08695652173913043
Country,2.0,4,0.5
category,4.0,23,0.17391304347826086
Recipe/name,0.0,10,0.0
Recipe/description,2.0,12,0.16666666666666666
RestrictedDiet,4.0,11,0.36363636363636365
Movie/description,0.0,11,0.0
Product/name,2.0,38,0.05263157894736842
Book/name,2.0,32,0.0625
ItemAvailability,3.0,28,0.10714285714285714
Rating,0.0,20,0.0
telephone,1.0,3,0.3333333333333333
OfferItemCondition,4.0,21,0.19047619047619047
Time,8.0,16,0.5
ProductModel,5.0,10,0.5
Photograph,11.0,18,0.6111111111111112
paymentAccepted,1.0,3,0.3333333333333333
openingHours,1.0,5,0.2
priceRange,1.0,10,0.1
