label,nr_errors,total,perc. errors
priceRange,1.0,10,0.1
IdentifierAT,7.0,17,0.4117647058823529
addressLocality,0.0,2,0.0
ProductModel,6.0,10,0.6
Rating,1.0,20,0.05
Book/name,2.0,32,0.0625
price,4.0,30,0.13333333333333333
ItemAvailability,3.0,28,0.10714285714285714
unitText,1.0,10,0.1
Number,10.0,20,0.5
Recipe/description,2.0,12,0.16666666666666666
currency,3.0,31,0.0967741935483871
DateTime,0.0,3,0.0
Date,6.0,26,0.23076923076923078
OfferItemCondition,2.0,21,0.09523809523809523
Review,7.0,25,0.28
Recipe/name,0.0,10,0.0
Time,8.0,16,0.5
Restaurant/name,2.0,21,0.09523809523809523
RestrictedDiet,1.0,11,0.09090909090909091
Boolean,2.0,8,0.25
DayOfWeek,1.0,6,0.16666666666666666
Language,1.0,24,0.041666666666666664
category,5.0,23,0.21739130434782608
Person/name,8.0,15,0.5333333333333333
BookFormatType,4.0,23,0.17391304347826086
streetAddress,1.0,1,1.0
Energy,2.0,14,0.14285714285714285
telephone,1.0,3,0.3333333333333333
ItemList,5.0,10,0.5
Product/name,2.0,38,0.05263157894736842
PostalAddress,0.0,1,0.0
unitCode,9.0,13,0.6923076923076923
URL,5.0,21,0.23809523809523808
Book/description,0.0,11,0.0
QuantitativeValue,6.0,11,0.5454545454545454
Mass,15.0,29,0.5172413793103449
Duration,19.0,41,0.4634146341463415
Brand,1.0,11,0.09090909090909091
Country,2.0,4,0.5
weight,11.0,40,0.275
openingHours,1.0,5,0.2
paymentAccepted,0.0,3,0.0
Movie/name,1.0,32,0.03125
Photograph,4.0,18,0.2222222222222222
Movie/description,0.0,11,0.0
DeliveryMethod,0.0,10,0.0
postalCode,0.0,1,0.0
Product/description,4.0,17,0.23529411764705882
Distance,9.0,25,0.36
