label,nr_errors,total,perc. errors
ItemAvailability,3.0,28,0.10714285714285714
Duration,18.0,41,0.43902439024390244
Energy,4.0,14,0.2857142857142857
Brand,1.0,11,0.09090909090909091
DayOfWeek,0.0,6,0.0
OfferItemCondition,2.0,21,0.09523809523809523
Photograph,5.0,18,0.2777777777777778
URL,6.0,21,0.2857142857142857
BookFormatType,2.0,23,0.08695652173913043
ItemList,5.0,10,0.5
Distance,8.0,25,0.32
paymentAccepted,1.0,3,0.3333333333333333
PostalAddress,0.0,1,0.0
Number,8.0,20,0.4
unitCode,12.0,13,0.9230769230769231
priceRange,1.0,10,0.1
Product/description,5.0,17,0.29411764705882354
DateTime,1.0,3,0.3333333333333333
streetAddress,1.0,1,1.0
Boolean,2.0,8,0.25
Person/name,5.0,15,0.3333333333333333
telephone,1.0,3,0.3333333333333333
Restaurant/name,1.0,21,0.047619047619047616
Date,2.0,26,0.07692307692307693
ProductModel,8.0,10,0.8
DeliveryMethod,0.0,10,0.0
currency,4.0,31,0.12903225806451613
category,4.0,23,0.17391304347826086
Rating,1.0,20,0.05
Movie/name,1.0,32,0.03125
Country,2.0,4,0.5
Recipe/name,0.0,10,0.0
weight,11.0,40,0.275
price,5.0,30,0.16666666666666666
postalCode,0.0,1,0.0
Language,1.0,24,0.041666666666666664
Product/name,2.0,38,0.05263157894736842
Book/description,0.0,11,0.0
addressLocality,0.0,2,0.0
openingHours,1.0,5,0.2
unitText,3.0,10,0.3
Review,6.0,25,0.24
Recipe/description,6.0,12,0.5
QuantitativeValue,9.0,11,0.8181818181818182
Book/name,3.0,32,0.09375
IdentifierAT,9.0,17,0.5294117647058824
Movie/description,0.0,11,0.0
RestrictedDiet,2.0,11,0.18181818181818182
Mass,6.0,29,0.20689655172413793
Time,8.0,16,0.5
