label,nr_errors,total,perc. errors
category,4.0,23,0.17391304347826086
postalCode,0.0,1,0.0
Boolean,1.0,8,0.125
Country,2.0,4,0.5
ItemAvailability,1.0,28,0.03571428571428571
price,5.0,30,0.16666666666666666
priceRange,0.0,10,0.0
unitCode,9.0,13,0.6923076923076923
DayOfWeek,0.0,6,0.0
Movie/description,0.0,11,0.0
Time,6.0,16,0.375
unitText,0.0,10,0.0
ProductModel,8.0,10,0.8
Mass,10.0,29,0.3448275862068966
DateTime,0.0,3,0.0
Distance,6.0,25,0.24
Review,7.0,25,0.28
Restaurant/name,1.0,21,0.047619047619047616
DeliveryMethod,0.0,10,0.0
Book/description,0.0,11,0.0
Brand,1.0,11,0.09090909090909091
openingHours,1.0,5,0.2
IdentifierAT,9.0,17,0.5294117647058824
Person/name,5.0,15,0.3333333333333333
Language,1.0,24,0.041666666666666664
URL,7.0,21,0.3333333333333333
addressLocality,0.0,2,0.0
Product/description,5.0,17,0.29411764705882354
Recipe/name,0.0,10,0.0
Photograph,5.0,18,0.2777777777777778
telephone,1.0,3,0.3333333333333333
currency,3.0,31,0.0967741935483871
PostalAddress,0.0,1,0.0
Product/name,1.0,38,0.02631578947368421
streetAddress,1.0,1,1.0
paymentAccepted,1.0,3,0.3333333333333333
Number,5.0,20,0.25
ItemList,5.0,10,0.5
RestrictedDiet,1.0,11,0.09090909090909091
Date,7.0,26,0.2692307692307692
Duration,12.0,41,0.2926829268292683
Recipe/description,5.0,12,0.4166666666666667
BookFormatType,3.0,23,0.13043478260869565
QuantitativeValue,8.0,11,0.7272727272727273
weight,12.0,40,0.3
Energy,3.0,14,0.21428571428571427
Book/name,4.0,32,0.125
Movie/name,1.0,32,0.03125
OfferItemCondition,3.0,21,0.14285714285714285
Rating,2.0,20,0.1
