label,nr_errors,total,perc. errors
Review,10.0,25,0.4
telephone,1.0,3,0.3333333333333333
Product/description,6.0,17,0.35294117647058826
currency,14.0,31,0.45161290322580644
Energy,9.0,14,0.6428571428571429
IdentifierAT,11.0,17,0.6470588235294118
priceRange,4.0,10,0.4
Distance,3.0,25,0.12
price,12.0,30,0.4
Mass,14.0,29,0.4827586206896552
addressLocality,0.0,2,0.0
Restaurant/name,8.0,21,0.38095238095238093
OfferItemCondition,9.0,21,0.42857142857142855
Rating,8.0,20,0.4
openingHours,3.0,5,0.6
Time,9.0,16,0.5625
unitText,2.0,10,0.2
Duration,20.0,41,0.4878048780487805
Date,11.0,26,0.4230769230769231
PostalAddress,0.0,1,0.0
Language,3.0,24,0.125
postalCode,1.0,1,1.0
Boolean,4.0,8,0.5
DayOfWeek,4.0,6,0.6666666666666666
Product/name,15.0,38,0.39473684210526316
Person/name,8.0,15,0.5333333333333333
Book/name,6.0,32,0.1875
Movie/name,11.0,32,0.34375
streetAddress,1.0,1,1.0
ItemList,5.0,10,0.5
DeliveryMethod,1.0,10,0.1
BookFormatType,5.0,23,0.21739130434782608
unitCode,8.0,13,0.6153846153846154
ProductModel,6.0,10,0.6
ItemAvailability,6.0,28,0.21428571428571427
paymentAccepted,2.0,3,0.6666666666666666
DateTime,1.0,3,0.3333333333333333
URL,10.0,21,0.47619047619047616
Photograph,11.0,18,0.6111111111111112
Book/description,3.0,11,0.2727272727272727
Country,3.0,4,0.75
RestrictedDiet,6.0,11,0.5454545454545454
Brand,2.0,11,0.18181818181818182
weight,18.0,40,0.45
Number,9.0,20,0.45
Recipe/name,0.0,10,0.0
QuantitativeValue,10.0,11,0.9090909090909091
Movie/description,2.0,11,0.18181818181818182
category,9.0,23,0.391304347826087
Recipe/description,2.0,12,0.16666666666666666
