label,nr_errors,total,perc. errors
addressLocality,0.0,2,0.0
postalCode,0.0,1,0.0
ProductModel,7.0,10,0.7
ItemAvailability,2.0,28,0.07142857142857142
Rating,2.0,20,0.1
Movie/description,0.0,11,0.0
DeliveryMethod,0.0,10,0.0
priceRange,1.0,10,0.1
unitText,0.0,10,0.0
streetAddress,1.0,1,1.0
Product/description,5.0,17,0.29411764705882354
currency,3.0,31,0.0967741935483871
Restaurant/name,2.0,21,0.09523809523809523
Language,1.0,24,0.041666666666666664
BookFormatType,2.0,23,0.08695652173913043
unitCode,8.0,13,0.6153846153846154
Date,4.0,26,0.15384615384615385
Duration,20.0,41,0.4878048780487805
Country,2.0,4,0.5
Review,11.0,25,0.44
price,3.0,30,0.1
category,6.0,23,0.2608695652173913
DayOfWeek,0.0,6,0.0
Recipe/name,0.0,10,0.0
Product/name,2.0,38,0.05263157894736842
Book/description,0.0,11,0.0
telephone,1.0,3,0.3333333333333333
openingHours,1.0,5,0.2
paymentAccepted,1.0,3,0.3333333333333333
DateTime,1.0,3,0.3333333333333333
Book/name,2.0,32,0.0625
IdentifierAT,9.0,17,0.5294117647058824
Photograph,6.0,18,0.3333333333333333
QuantitativeValue,9.0,11,0.8181818181818182
ItemList,5.0,10,0.5
Distance,7.0,25,0.28
Person/name,5.0,15,0.3333333333333333
Mass,3.0,29,0.10344827586206896
Movie/name,1.0,32,0.03125
Number,6.0,20,0.3
RestrictedDiet,2.0,11,0.18181818181818182
Recipe/description,8.0,12,0.6666666666666666
Energy,4.0,14,0.2857142857142857
Boolean,1.0,8,0.125
OfferItemCondition,2.0,21,0.09523809523809523
Brand,1.0,11,0.09090909090909091
URL,6.0,21,0.2857142857142857
Time,2.0,16,0.125
weight,12.0,40,0.3
PostalAddress,0.0,1,0.0
