label,nr_errors,total,perc. errors
Movie/name,1.0,32,0.03125
Boolean,2.0,8,0.25
priceRange,1.0,10,0.1
QuantitativeValue,10.0,11,0.9090909090909091
BookFormatType,3.0,23,0.13043478260869565
openingHours,2.0,5,0.4
Language,1.0,24,0.041666666666666664
Brand,1.0,11,0.09090909090909091
telephone,1.0,3,0.3333333333333333
PostalAddress,0.0,1,0.0
Distance,6.0,25,0.24
unitCode,8.0,13,0.6153846153846154
Book/description,0.0,11,0.0
currency,1.0,31,0.03225806451612903
DeliveryMethod,1.0,10,0.1
category,3.0,23,0.13043478260869565
weight,13.0,40,0.325
Recipe/name,0.0,10,0.0
RestrictedDiet,4.0,11,0.36363636363636365
Energy,4.0,14,0.2857142857142857
postalCode,0.0,1,0.0
unitText,1.0,10,0.1
Product/description,3.0,17,0.17647058823529413
Photograph,10.0,18,0.5555555555555556
paymentAccepted,1.0,3,0.3333333333333333
Book/name,2.0,32,0.0625
Number,8.0,20,0.4
Rating,0.0,20,0.0
streetAddress,1.0,1,1.0
Mass,10.0,29,0.3448275862068966
ItemAvailability,1.0,28,0.03571428571428571
price,5.0,30,0.16666666666666666
ItemList,4.0,10,0.4
Product/name,3.0,38,0.07894736842105263
OfferItemCondition,4.0,21,0.19047619047619047
Time,7.0,16,0.4375
Person/name,8.0,15,0.5333333333333333
Movie/description,0.0,11,0.0
Restaurant/name,2.0,21,0.09523809523809523
DayOfWeek,2.0,6,0.3333333333333333
Country,2.0,4,0.5
addressLocality,0.0,2,0.0
IdentifierAT,8.0,17,0.47058823529411764
DateTime,0.0,3,0.0
Duration,20.0,41,0.4878048780487805
Date,7.0,26,0.2692307692307692
Review,7.0,25,0.28
Recipe/description,2.0,12,0.16666666666666666
URL,6.0,21,0.2857142857142857
ProductModel,5.0,10,0.5
