label,nr_errors,total,perc. errors
DayOfWeek,0.0,6,0.0
Rating,5.0,20,0.25
ProductModel,7.0,10,0.7
Country,2.0,4,0.5
Recipe/description,6.0,12,0.5
paymentAccepted,1.0,3,0.3333333333333333
openingHours,2.0,5,0.4
QuantitativeValue,9.0,11,0.8181818181818182
unitCode,8.0,13,0.6153846153846154
Boolean,2.0,8,0.25
Book/description,6.0,11,0.5454545454545454
DeliveryMethod,0.0,10,0.0
BookFormatType,6.0,23,0.2608695652173913
Person/name,5.0,15,0.3333333333333333
Number,8.0,20,0.4
Restaurant/name,3.0,21,0.14285714285714285
Photograph,7.0,18,0.3888888888888889
weight,18.0,40,0.45
OfferItemCondition,6.0,21,0.2857142857142857
Brand,1.0,11,0.09090909090909091
URL,7.0,21,0.3333333333333333
Movie/name,3.0,32,0.09375
Distance,5.0,25,0.2
IdentifierAT,9.0,17,0.5294117647058824
Recipe/name,0.0,10,0.0
ItemList,5.0,10,0.5
Time,6.0,16,0.375
Language,4.0,24,0.16666666666666666
category,6.0,23,0.2608695652173913
telephone,1.0,3,0.3333333333333333
addressLocality,0.0,2,0.0
unitText,0.0,10,0.0
price,13.0,30,0.43333333333333335
Mass,14.0,29,0.4827586206896552
priceRange,2.0,10,0.2
Energy,6.0,14,0.42857142857142855
Book/name,12.0,32,0.375
ItemAvailability,4.0,28,0.14285714285714285
Date,6.0,26,0.23076923076923078
RestrictedDiet,4.0,11,0.36363636363636365
postalCode,0.0,1,0.0
streetAddress,1.0,1,1.0
Product/description,5.0,17,0.29411764705882354
DateTime,1.0,3,0.3333333333333333
Duration,14.0,41,0.34146341463414637
PostalAddress,0.0,1,0.0
Product/name,5.0,38,0.13157894736842105
Review,12.0,25,0.48
currency,11.0,31,0.3548387096774194
Movie/description,1.0,11,0.09090909090909091
