label,nr_errors,total,perc. errors
Product/name,2.0,38,0.05263157894736842
addressLocality,1.0,2,0.5
weight,12.0,40,0.3
DeliveryMethod,0.0,10,0.0
BookFormatType,2.0,23,0.08695652173913043
DayOfWeek,1.0,6,0.16666666666666666
PostalAddress,0.0,1,0.0
category,2.0,23,0.08695652173913043
Review,8.0,25,0.32
Book/name,2.0,32,0.0625
Recipe/name,0.0,10,0.0
Movie/name,1.0,32,0.03125
postalCode,0.0,1,0.0
Time,6.0,16,0.375
RestrictedDiet,2.0,11,0.18181818181818182
currency,3.0,31,0.0967741935483871
price,3.0,30,0.1
Person/name,8.0,15,0.5333333333333333
Boolean,2.0,8,0.25
openingHours,1.0,5,0.2
IdentifierAT,10.0,17,0.5882352941176471
streetAddress,1.0,1,1.0
Duration,21.0,41,0.5121951219512195
ProductModel,5.0,10,0.5
OfferItemCondition,4.0,21,0.19047619047619047
unitCode,8.0,13,0.6153846153846154
Number,8.0,20,0.4
Restaurant/name,1.0,21,0.047619047619047616
paymentAccepted,1.0,3,0.3333333333333333
Distance,5.0,25,0.2
Country,2.0,4,0.5
Rating,0.0,20,0.0
Mass,16.0,29,0.5517241379310345
Movie/description,0.0,11,0.0
priceRange,1.0,10,0.1
Energy,6.0,14,0.42857142857142855
Date,7.0,26,0.2692307692307692
Book/description,0.0,11,0.0
Recipe/description,1.0,12,0.08333333333333333
unitText,2.0,10,0.2
DateTime,0.0,3,0.0
ItemList,5.0,10,0.5
Photograph,11.0,18,0.6111111111111112
QuantitativeValue,9.0,11,0.8181818181818182
ItemAvailability,2.0,28,0.07142857142857142
Product/description,3.0,17,0.17647058823529413
Brand,1.0,11,0.09090909090909091
Language,2.0,24,0.08333333333333333
URL,5.0,21,0.23809523809523808
telephone,1.0,3,0.3333333333333333
