label,nr_errors,total,perc. errors
Boolean,2.0,8,0.25
streetAddress,1.0,1,1.0
Product/description,5.0,17,0.29411764705882354
weight,11.0,40,0.275
price,5.0,30,0.16666666666666666
unitCode,13.0,13,1.0
Distance,5.0,25,0.2
priceRange,1.0,10,0.1
Time,4.0,16,0.25
Person/name,6.0,15,0.4
OfferItemCondition,2.0,21,0.09523809523809523
Country,2.0,4,0.5
QuantitativeValue,8.0,11,0.7272727272727273
addressLocality,0.0,2,0.0
category,2.0,23,0.08695652173913043
Number,7.0,20,0.35
telephone,1.0,3,0.3333333333333333
Book/description,1.0,11,0.09090909090909091
Restaurant/name,1.0,21,0.047619047619047616
Photograph,9.0,18,0.5
Energy,5.0,14,0.35714285714285715
DeliveryMethod,0.0,10,0.0
Mass,13.0,29,0.4482758620689655
URL,5.0,21,0.23809523809523808
Movie/name,0.0,32,0.0
Movie/description,0.0,11,0.0
Language,1.0,24,0.041666666666666664
Duration,15.0,41,0.36585365853658536
ProductModel,4.0,10,0.4
Book/name,2.0,32,0.0625
openingHours,1.0,5,0.2
currency,5.0,31,0.16129032258064516
RestrictedDiet,3.0,11,0.2727272727272727
ItemList,4.0,10,0.4
Recipe/name,0.0,10,0.0
paymentAccepted,1.0,3,0.3333333333333333
DayOfWeek,1.0,6,0.16666666666666666
postalCode,0.0,1,0.0
IdentifierAT,10.0,17,0.5882352941176471
BookFormatType,2.0,23,0.08695652173913043
Recipe/description,6.0,12,0.5
Rating,1.0,20,0.05
PostalAddress,0.0,1,0.0
Brand,1.0,11,0.09090909090909091
Date,5.0,26,0.19230769230769232
Review,7.0,25,0.28
DateTime,0.0,3,0.0
ItemAvailability,3.0,28,0.10714285714285714
Product/name,1.0,38,0.02631578947368421
unitText,3.0,10,0.3
