label,nr_errors,total,perc. errors
streetAddress,1.0,1,1.0
Brand,5.0,11,0.45454545454545453
weight,14.0,40,0.35
Mass,12.0,29,0.41379310344827586
Distance,24.0,25,0.96
RestrictedDiet,6.0,11,0.5454545454545454
category,8.0,23,0.34782608695652173
ItemAvailability,12.0,28,0.42857142857142855
unitCode,10.0,13,0.7692307692307693
Person/name,6.0,15,0.4
unitText,6.0,10,0.6
addressLocality,0.0,2,0.0
Product/description,3.0,17,0.17647058823529413
Duration,22.0,41,0.5365853658536586
Boolean,3.0,8,0.375
paymentAccepted,1.0,3,0.3333333333333333
Country,3.0,4,0.75
OfferItemCondition,11.0,21,0.5238095238095238
Book/name,3.0,32,0.09375
telephone,0.0,3,0.0
openingHours,1.0,5,0.2
Energy,11.0,14,0.7857142857142857
price,8.0,30,0.26666666666666666
BookFormatType,5.0,23,0.21739130434782608
Product/name,5.0,38,0.13157894736842105
PostalAddress,0.0,1,0.0
Movie/name,3.0,32,0.09375
DeliveryMethod,1.0,10,0.1
postalCode,1.0,1,1.0
Recipe/name,2.0,10,0.2
Movie/description,1.0,11,0.09090909090909091
Book/description,4.0,11,0.36363636363636365
Rating,2.0,20,0.1
Time,9.0,16,0.5625
Number,18.0,20,0.9
priceRange,3.0,10,0.3
Language,13.0,24,0.5416666666666666
currency,4.0,31,0.12903225806451613
Review,10.0,25,0.4
Restaurant/name,1.0,21,0.047619047619047616
Date,6.0,26,0.23076923076923078
DateTime,1.0,3,0.3333333333333333
Recipe/description,3.0,12,0.25
QuantitativeValue,11.0,11,1.0
Photograph,5.0,18,0.2777777777777778
ProductModel,7.0,10,0.7
URL,3.0,21,0.14285714285714285
DayOfWeek,3.0,6,0.5
ItemList,10.0,10,1.0
IdentifierAT,8.0,17,0.47058823529411764
