label,nr_errors,total,perc. errors
Time,13.0,16,0.8125
Date,2.0,26,0.07692307692307693
ItemList,10.0,10,1.0
Person/name,6.0,15,0.4
unitText,6.0,10,0.6
telephone,0.0,3,0.0
postalCode,0.0,1,0.0
Boolean,2.0,8,0.25
addressLocality,0.0,2,0.0
openingHours,0.0,5,0.0
IdentifierAT,6.0,17,0.35294117647058826
Duration,4.0,41,0.0975609756097561
Energy,10.0,14,0.7142857142857143
Mass,27.0,29,0.9310344827586207
Number,16.0,20,0.8
Restaurant/name,2.0,21,0.09523809523809523
Language,6.0,24,0.25
ProductModel,8.0,10,0.8
Product/description,0.0,17,0.0
Distance,23.0,25,0.92
DayOfWeek,1.0,6,0.16666666666666666
Movie/name,1.0,32,0.03125
Book/name,0.0,32,0.0
DateTime,0.0,3,0.0
RestrictedDiet,3.0,11,0.2727272727272727
Book/description,1.0,11,0.09090909090909091
Review,6.0,25,0.24
Country,3.0,4,0.75
Brand,2.0,11,0.18181818181818182
price,6.0,30,0.2
ItemAvailability,9.0,28,0.32142857142857145
Rating,1.0,20,0.05
DeliveryMethod,8.0,10,0.8
OfferItemCondition,10.0,21,0.47619047619047616
streetAddress,0.0,1,0.0
QuantitativeValue,3.0,11,0.2727272727272727
paymentAccepted,0.0,3,0.0
weight,18.0,40,0.45
URL,2.0,21,0.09523809523809523
category,7.0,23,0.30434782608695654
Movie/description,0.0,11,0.0
Photograph,0.0,18,0.0
priceRange,4.0,10,0.4
Product/name,3.0,38,0.07894736842105263
Recipe/description,1.0,12,0.08333333333333333
currency,1.0,31,0.03225806451612903
unitCode,12.0,13,0.9230769230769231
BookFormatType,2.0,23,0.08695652173913043
PostalAddress,1.0,1,1.0
Recipe/name,0.0,10,0.0
