label,nr_errors,total,perc. errors
priceRange,1.0,10,0.1
Number,16.0,20,0.8
Movie/description,0.0,11,0.0
Language,8.0,24,0.3333333333333333
DeliveryMethod,2.0,10,0.2
BookFormatType,3.0,23,0.13043478260869565
Country,3.0,4,0.75
Product/name,3.0,38,0.07894736842105263
unitCode,12.0,13,0.9230769230769231
Book/name,1.0,32,0.03125
IdentifierAT,6.0,17,0.35294117647058826
Recipe/description,1.0,12,0.08333333333333333
OfferItemCondition,10.0,21,0.47619047619047616
Time,10.0,16,0.625
Restaurant/name,1.0,21,0.047619047619047616
Duration,2.0,41,0.04878048780487805
paymentAccepted,0.0,3,0.0
telephone,0.0,3,0.0
ProductModel,8.0,10,0.8
Person/name,6.0,15,0.4
DayOfWeek,1.0,6,0.16666666666666666
unitText,7.0,10,0.7
ItemAvailability,10.0,28,0.35714285714285715
Rating,2.0,20,0.1
ItemList,10.0,10,1.0
streetAddress,1.0,1,1.0
Mass,29.0,29,1.0
Photograph,2.0,18,0.1111111111111111
currency,1.0,31,0.03225806451612903
Book/description,1.0,11,0.09090909090909091
addressLocality,0.0,2,0.0
QuantitativeValue,7.0,11,0.6363636363636364
Movie/name,1.0,32,0.03125
category,6.0,23,0.2608695652173913
price,7.0,30,0.23333333333333334
Energy,14.0,14,1.0
Recipe/name,0.0,10,0.0
PostalAddress,1.0,1,1.0
URL,2.0,21,0.09523809523809523
Product/description,0.0,17,0.0
Date,2.0,26,0.07692307692307693
Distance,24.0,25,0.96
Review,9.0,25,0.36
postalCode,0.0,1,0.0
Boolean,1.0,8,0.125
RestrictedDiet,4.0,11,0.36363636363636365
DateTime,0.0,3,0.0
openingHours,1.0,5,0.2
Brand,6.0,11,0.5454545454545454
weight,11.0,40,0.275
