label,nr_errors,total,perc. errors
streetAddress,1.0,1,1.0
Number,15.0,20,0.75
Product/name,3.0,38,0.07894736842105263
unitText,4.0,10,0.4
Boolean,1.0,8,0.125
Photograph,0.0,18,0.0
Person/name,5.0,15,0.3333333333333333
Duration,4.0,41,0.0975609756097561
Movie/name,1.0,32,0.03125
Date,2.0,26,0.07692307692307693
IdentifierAT,4.0,17,0.23529411764705882
Energy,9.0,14,0.6428571428571429
Recipe/description,0.0,12,0.0
ItemAvailability,4.0,28,0.14285714285714285
price,6.0,30,0.2
Rating,1.0,20,0.05
Language,8.0,24,0.3333333333333333
ProductModel,8.0,10,0.8
PostalAddress,1.0,1,1.0
Time,12.0,16,0.75
telephone,0.0,3,0.0
ItemList,3.0,10,0.3
openingHours,2.0,5,0.4
weight,21.0,40,0.525
Review,8.0,25,0.32
Mass,12.0,29,0.41379310344827586
DeliveryMethod,1.0,10,0.1
RestrictedDiet,4.0,11,0.36363636363636365
postalCode,0.0,1,0.0
QuantitativeValue,7.0,11,0.6363636363636364
Restaurant/name,1.0,21,0.047619047619047616
OfferItemCondition,3.0,21,0.14285714285714285
Brand,3.0,11,0.2727272727272727
Distance,23.0,25,0.92
URL,2.0,21,0.09523809523809523
DayOfWeek,2.0,6,0.3333333333333333
Book/name,1.0,32,0.03125
Product/description,0.0,17,0.0
Recipe/name,0.0,10,0.0
paymentAccepted,0.0,3,0.0
category,5.0,23,0.21739130434782608
unitCode,12.0,13,0.9230769230769231
BookFormatType,2.0,23,0.08695652173913043
currency,0.0,31,0.0
DateTime,0.0,3,0.0
Movie/description,0.0,11,0.0
addressLocality,0.0,2,0.0
Country,3.0,4,0.75
priceRange,3.0,10,0.3
Book/description,1.0,11,0.09090909090909091
