label,nr_errors,total,perc. errors
Mass,29.0,29,1.0
Distance,25.0,25,1.0
ItemAvailability,10.0,28,0.35714285714285715
Product/description,0.0,17,0.0
DateTime,1.0,3,0.3333333333333333
openingHours,0.0,5,0.0
Book/name,1.0,32,0.03125
PostalAddress,1.0,1,1.0
Book/description,1.0,11,0.09090909090909091
Restaurant/name,1.0,21,0.047619047619047616
category,7.0,23,0.30434782608695654
paymentAccepted,0.0,3,0.0
streetAddress,1.0,1,1.0
unitText,4.0,10,0.4
postalCode,0.0,1,0.0
Recipe/description,2.0,12,0.16666666666666666
telephone,0.0,3,0.0
Recipe/name,1.0,10,0.1
priceRange,2.0,10,0.2
IdentifierAT,6.0,17,0.35294117647058826
Review,8.0,25,0.32
Language,6.0,24,0.25
Product/name,3.0,38,0.07894736842105263
currency,2.0,31,0.06451612903225806
DayOfWeek,1.0,6,0.16666666666666666
ItemList,10.0,10,1.0
Person/name,7.0,15,0.4666666666666667
Date,2.0,26,0.07692307692307693
BookFormatType,2.0,23,0.08695652173913043
Brand,4.0,11,0.36363636363636365
QuantitativeValue,7.0,11,0.6363636363636364
Energy,14.0,14,1.0
Number,18.0,20,0.9
RestrictedDiet,3.0,11,0.2727272727272727
ProductModel,8.0,10,0.8
Rating,1.0,20,0.05
Photograph,0.0,18,0.0
addressLocality,0.0,2,0.0
DeliveryMethod,1.0,10,0.1
Time,11.0,16,0.6875
Boolean,1.0,8,0.125
Duration,4.0,41,0.0975609756097561
weight,25.0,40,0.625
URL,2.0,21,0.09523809523809523
price,6.0,30,0.2
Country,3.0,4,0.75
OfferItemCondition,10.0,21,0.47619047619047616
unitCode,12.0,13,0.9230769230769231
Movie/description,0.0,11,0.0
Movie/name,1.0,32,0.03125
