label,nr_errors,total,perc. errors
DateTime,0.0,3,0.0
Recipe/description,5.0,12,0.4166666666666667
unitCode,13.0,13,1.0
Distance,3.0,25,0.12
QuantitativeValue,11.0,11,1.0
Review,8.0,25,0.32
Movie/name,3.0,32,0.09375
ItemAvailability,4.0,28,0.14285714285714285
URL,4.0,21,0.19047619047619047
Time,6.0,16,0.375
addressLocality,0.0,2,0.0
Rating,0.0,20,0.0
Person/name,5.0,15,0.3333333333333333
telephone,0.0,3,0.0
Country,2.0,4,0.5
Language,1.0,24,0.041666666666666664
ItemList,5.0,10,0.5
Product/name,4.0,38,0.10526315789473684
Brand,0.0,11,0.0
ProductModel,4.0,10,0.4
openingHours,1.0,5,0.2
paymentAccepted,0.0,3,0.0
streetAddress,0.0,1,0.0
DayOfWeek,2.0,6,0.3333333333333333
Movie/description,1.0,11,0.09090909090909091
Product/description,3.0,17,0.17647058823529413
Recipe/name,0.0,10,0.0
Mass,3.0,29,0.10344827586206896
weight,11.0,40,0.275
PostalAddress,0.0,1,0.0
Book/name,2.0,32,0.0625
category,0.0,23,0.0
Duration,18.0,41,0.43902439024390244
IdentifierAT,10.0,17,0.5882352941176471
price,5.0,30,0.16666666666666666
DeliveryMethod,0.0,10,0.0
OfferItemCondition,3.0,21,0.14285714285714285
Book/description,0.0,11,0.0
Boolean,1.0,8,0.125
currency,0.0,31,0.0
priceRange,1.0,10,0.1
RestrictedDiet,0.0,11,0.0
Number,7.0,20,0.35
Restaurant/name,1.0,21,0.047619047619047616
postalCode,0.0,1,0.0
BookFormatType,0.0,23,0.0
Photograph,9.0,18,0.5
Date,7.0,26,0.2692307692307692
unitText,3.0,10,0.3
Energy,3.0,14,0.21428571428571427
