label,nr_errors,total,perc. errors
ProductModel,6.0,10,0.6
PostalAddress,0.0,1,0.0
Book/name,3.0,32,0.09375
Time,4.0,16,0.25
Number,9.0,20,0.45
Book/description,0.0,11,0.0
Person/name,4.0,15,0.26666666666666666
DayOfWeek,2.0,6,0.3333333333333333
category,1.0,23,0.043478260869565216
weight,15.0,40,0.375
currency,1.0,31,0.03225806451612903
Language,2.0,24,0.08333333333333333
telephone,0.0,3,0.0
Photograph,3.0,18,0.16666666666666666
Date,7.0,26,0.2692307692307692
Distance,3.0,25,0.12
Recipe/name,0.0,10,0.0
ItemAvailability,2.0,28,0.07142857142857142
Movie/name,2.0,32,0.0625
priceRange,1.0,10,0.1
Review,7.0,25,0.28
URL,3.0,21,0.14285714285714285
openingHours,0.0,5,0.0
unitText,0.0,10,0.0
Product/name,4.0,38,0.10526315789473684
Boolean,1.0,8,0.125
Mass,4.0,29,0.13793103448275862
Energy,3.0,14,0.21428571428571427
Recipe/description,3.0,12,0.25
QuantitativeValue,7.0,11,0.6363636363636364
BookFormatType,1.0,23,0.043478260869565216
Country,2.0,4,0.5
DateTime,0.0,3,0.0
RestrictedDiet,1.0,11,0.09090909090909091
ItemList,6.0,10,0.6
addressLocality,0.0,2,0.0
Duration,19.0,41,0.4634146341463415
Product/description,4.0,17,0.23529411764705882
Brand,0.0,11,0.0
streetAddress,0.0,1,0.0
IdentifierAT,9.0,17,0.5294117647058824
Rating,1.0,20,0.05
price,9.0,30,0.3
postalCode,0.0,1,0.0
OfferItemCondition,2.0,21,0.09523809523809523
unitCode,9.0,13,0.6923076923076923
Restaurant/name,1.0,21,0.047619047619047616
Movie/description,0.0,11,0.0
DeliveryMethod,0.0,10,0.0
paymentAccepted,0.0,3,0.0
