label,nr_errors,total,perc. errors
Product/description,1.0,17,0.058823529411764705
openingHours,0.0,5,0.0
Recipe/description,1.0,12,0.08333333333333333
priceRange,1.0,10,0.1
Energy,2.0,14,0.14285714285714285
QuantitativeValue,11.0,11,1.0
Number,4.0,20,0.2
Movie/name,1.0,32,0.03125
Book/name,0.0,32,0.0
unitText,3.0,10,0.3
weight,14.0,40,0.35
IdentifierAT,9.0,17,0.5294117647058824
Rating,0.0,20,0.0
postalCode,0.0,1,0.0
OfferItemCondition,5.0,21,0.23809523809523808
ProductModel,4.0,10,0.4
Person/name,4.0,15,0.26666666666666666
price,3.0,30,0.1
Language,0.0,24,0.0
Distance,4.0,25,0.16
URL,4.0,21,0.19047619047619047
category,1.0,23,0.043478260869565216
Product/name,1.0,38,0.02631578947368421
Photograph,8.0,18,0.4444444444444444
paymentAccepted,0.0,3,0.0
ItemList,2.0,10,0.2
currency,0.0,31,0.0
Mass,0.0,29,0.0
addressLocality,0.0,2,0.0
Time,4.0,16,0.25
Restaurant/name,0.0,21,0.0
DateTime,0.0,3,0.0
BookFormatType,0.0,23,0.0
Date,1.0,26,0.038461538461538464
Duration,21.0,41,0.5121951219512195
Review,1.0,25,0.04
DayOfWeek,1.0,6,0.16666666666666666
DeliveryMethod,0.0,10,0.0
Boolean,2.0,8,0.25
PostalAddress,0.0,1,0.0
Recipe/name,0.0,10,0.0
Book/description,0.0,11,0.0
Movie/description,0.0,11,0.0
unitCode,4.0,13,0.3076923076923077
telephone,1.0,3,0.3333333333333333
Country,1.0,4,0.25
streetAddress,0.0,1,0.0
RestrictedDiet,2.0,11,0.18181818181818182
Brand,0.0,11,0.0
ItemAvailability,1.0,28,0.03571428571428571
