label,nr_errors,total,perc. errors
streetAddress,0.0,1,0.0
Time,4.0,16,0.25
Rating,0.0,20,0.0
Language,2.0,24,0.08333333333333333
ItemList,1.0,10,0.1
price,4.0,30,0.13333333333333333
Photograph,1.0,18,0.05555555555555555
telephone,0.0,3,0.0
unitText,1.0,10,0.1
Mass,1.0,29,0.034482758620689655
IdentifierAT,8.0,17,0.47058823529411764
openingHours,1.0,5,0.2
PostalAddress,0.0,1,0.0
Person/name,3.0,15,0.2
Country,2.0,4,0.5
Product/description,0.0,17,0.0
BookFormatType,1.0,23,0.043478260869565216
currency,0.0,31,0.0
Recipe/name,0.0,10,0.0
Product/name,1.0,38,0.02631578947368421
addressLocality,0.0,2,0.0
Movie/description,0.0,11,0.0
DayOfWeek,0.0,6,0.0
paymentAccepted,0.0,3,0.0
QuantitativeValue,7.0,11,0.6363636363636364
RestrictedDiet,0.0,11,0.0
ItemAvailability,2.0,28,0.07142857142857142
category,1.0,23,0.043478260869565216
Book/description,1.0,11,0.09090909090909091
Recipe/description,0.0,12,0.0
Restaurant/name,2.0,21,0.09523809523809523
Distance,0.0,25,0.0
Duration,20.0,41,0.4878048780487805
Movie/name,1.0,32,0.03125
postalCode,0.0,1,0.0
DeliveryMethod,0.0,10,0.0
Book/name,0.0,32,0.0
weight,11.0,40,0.275
Energy,0.0,14,0.0
ProductModel,2.0,10,0.2
priceRange,1.0,10,0.1
unitCode,9.0,13,0.6923076923076923
Number,9.0,20,0.45
URL,2.0,21,0.09523809523809523
Boolean,1.0,8,0.125
Date,3.0,26,0.11538461538461539
DateTime,0.0,3,0.0
Review,4.0,25,0.16
Brand,1.0,11,0.09090909090909091
OfferItemCondition,0.0,21,0.0
