label,nr_errors,total,perc. errors
Photograph,1.0,18,0.05555555555555555
priceRange,1.0,10,0.1
BookFormatType,1.0,23,0.043478260869565216
streetAddress,0.0,1,0.0
Language,2.0,24,0.08333333333333333
Person/name,2.0,15,0.13333333333333333
Movie/name,1.0,32,0.03125
Product/description,0.0,17,0.0
Distance,0.0,25,0.0
currency,0.0,31,0.0
PostalAddress,0.0,1,0.0
Rating,0.0,20,0.0
Recipe/name,0.0,10,0.0
Duration,22.0,41,0.5365853658536586
unitText,1.0,10,0.1
category,1.0,23,0.043478260869565216
RestrictedDiet,0.0,11,0.0
postalCode,0.0,1,0.0
IdentifierAT,9.0,17,0.5294117647058824
Restaurant/name,2.0,21,0.09523809523809523
addressLocality,0.0,2,0.0
Recipe/description,0.0,12,0.0
Date,3.0,26,0.11538461538461539
Brand,0.0,11,0.0
Time,7.0,16,0.4375
unitCode,9.0,13,0.6923076923076923
Review,3.0,25,0.12
Mass,0.0,29,0.0
price,3.0,30,0.1
Book/description,1.0,11,0.09090909090909091
paymentAccepted,0.0,3,0.0
DayOfWeek,0.0,6,0.0
Movie/description,0.0,11,0.0
Energy,0.0,14,0.0
ItemList,1.0,10,0.1
ProductModel,2.0,10,0.2
OfferItemCondition,0.0,21,0.0
Book/name,1.0,32,0.03125
openingHours,1.0,5,0.2
telephone,0.0,3,0.0
Product/name,1.0,38,0.02631578947368421
ItemAvailability,2.0,28,0.07142857142857142
Country,2.0,4,0.5
QuantitativeValue,8.0,11,0.7272727272727273
DateTime,0.0,3,0.0
Number,9.0,20,0.45
URL,2.0,21,0.09523809523809523
weight,11.0,40,0.275
DeliveryMethod,0.0,10,0.0
Boolean,1.0,8,0.125
