label,nr_errors,total,perc. errors
Book/description,1.0,11,0.09090909090909091
unitText,0.0,10,0.0
currency,0.0,31,0.0
DeliveryMethod,0.0,10,0.0
weight,5.0,40,0.125
price,10.0,30,0.3333333333333333
IdentifierAT,10.0,17,0.5882352941176471
Review,7.0,25,0.28
RestrictedDiet,0.0,11,0.0
Boolean,1.0,8,0.125
Movie/name,1.0,32,0.03125
QuantitativeValue,5.0,11,0.45454545454545453
DateTime,0.0,3,0.0
ItemAvailability,1.0,28,0.03571428571428571
Restaurant/name,1.0,21,0.047619047619047616
Movie/description,0.0,11,0.0
Energy,1.0,14,0.07142857142857142
PostalAddress,0.0,1,0.0
Photograph,2.0,18,0.1111111111111111
Distance,4.0,25,0.16
priceRange,1.0,10,0.1
Country,1.0,4,0.25
Product/description,0.0,17,0.0
BookFormatType,0.0,23,0.0
category,1.0,23,0.043478260869565216
openingHours,0.0,5,0.0
streetAddress,1.0,1,1.0
Recipe/description,0.0,12,0.0
Language,1.0,24,0.041666666666666664
OfferItemCondition,0.0,21,0.0
postalCode,0.0,1,0.0
Brand,1.0,11,0.09090909090909091
unitCode,6.0,13,0.46153846153846156
Recipe/name,0.0,10,0.0
Product/name,0.0,38,0.0
URL,2.0,21,0.09523809523809523
Number,10.0,20,0.5
Mass,0.0,29,0.0
Rating,0.0,20,0.0
Person/name,2.0,15,0.13333333333333333
DayOfWeek,0.0,6,0.0
paymentAccepted,0.0,3,0.0
Duration,23.0,41,0.5609756097560976
addressLocality,0.0,2,0.0
telephone,0.0,3,0.0
Date,2.0,26,0.07692307692307693
ProductModel,1.0,10,0.1
ItemList,1.0,10,0.1
Time,7.0,16,0.4375
Book/name,1.0,32,0.03125
