label,nr_errors,total,perc. errors
unitCode,13.0,13,1.0
DeliveryMethod,0.0,10,0.0
Duration,20.0,41,0.4878048780487805
priceRange,1.0,10,0.1
Time,2.0,16,0.125
Date,5.0,26,0.19230769230769232
ProductModel,7.0,10,0.7
Brand,0.0,11,0.0
DayOfWeek,0.0,6,0.0
Photograph,8.0,18,0.4444444444444444
Country,2.0,4,0.5
postalCode,0.0,1,0.0
Recipe/description,6.0,12,0.5
telephone,0.0,3,0.0
openingHours,1.0,5,0.2
Language,1.0,24,0.041666666666666664
RestrictedDiet,1.0,11,0.09090909090909091
Book/name,3.0,32,0.09375
price,5.0,30,0.16666666666666666
category,3.0,23,0.13043478260869565
ItemAvailability,2.0,28,0.07142857142857142
currency,1.0,31,0.03225806451612903
BookFormatType,2.0,23,0.08695652173913043
Distance,8.0,25,0.32
QuantitativeValue,10.0,11,0.9090909090909091
URL,4.0,21,0.19047619047619047
Movie/description,1.0,11,0.09090909090909091
OfferItemCondition,1.0,21,0.047619047619047616
Energy,3.0,14,0.21428571428571427
unitText,0.0,10,0.0
Recipe/name,0.0,10,0.0
Rating,0.0,20,0.0
Restaurant/name,2.0,21,0.09523809523809523
streetAddress,1.0,1,1.0
Product/description,4.0,17,0.23529411764705882
Review,8.0,25,0.32
DateTime,0.0,3,0.0
Number,6.0,20,0.3
IdentifierAT,8.0,17,0.47058823529411764
Book/description,0.0,11,0.0
Product/name,4.0,38,0.10526315789473684
Person/name,4.0,15,0.26666666666666666
Boolean,1.0,8,0.125
PostalAddress,0.0,1,0.0
Movie/name,1.0,32,0.03125
Mass,8.0,29,0.27586206896551724
paymentAccepted,1.0,3,0.3333333333333333
addressLocality,1.0,2,0.5
ItemList,6.0,10,0.6
weight,15.0,40,0.375
